headingMag,PitchGPS,B1,Z3,M3,GPSTrueCourse,BaroPressureAltitude,W3,W1,needsInitialization,PitchGyr,H1,GPSNACp,C2,gLoad,EGPS2,EGPS3,Roll,E3,Pitch,staticMode,WValid,HeadingGPS,W1a,EGyr1,Z1,GPSHorizontalAccuracy,D1,TWa,W2,SmoothGroundSpeed,A2,T,H2,GPSVerticalAccuracy,A3,B2,SmoothW2,EGyr0,E0,A1,GPSFixQuality,headingValid,Ta,E1,slipSkid,C3,M2,Heading,SmoothW1,H3,GPSAltitudeMSL,C1,M1,W2a,EGyr3,HeadingGyr,EGPS0,B3,Z2,TW,E2,EGyr2,turnRate,RollGyr,RollGPS,W3a,GroundSpeed,D3,EGPS1,D2,BaroVerticalSpeed
3.141593,8.917204,-0.797296,-0.895163,0.000000,0.000000,442.081268,-0.030552,0.000000,0.000000,-7.028924,5.613691,10.000000,-0.306966,0.894982,0.055768,0.704904,31.386303,0.616774,-6.678145,1.000000,1.000000,360.000000,0.000000,0.167556,-0.147729,7.150000,5.721267,-6795364547.051345,0.277000,0.427974,0.046266,-6795364546.921345,4.643497,15.599999,-1.118992,0.663778,0.427974,0.737958,0.737246,0.007508,1.000000,0.000000,-6795364546.971345,0.167560,-0.313233,-1.117113,0.000000,8.290538,0.000000,-5.826969,409.448853,0.199615,0.000000,0.071000,0.614692,8.419138,0.687740,0.331889,-0.290205,-6795364546.961345,0.219048,0.222480,-0.000000,31.651758,17.964140,-0.030552,0.277000,-3.046129,0.164359,-5.085964,-3.094007
3.141593,8.888894,-0.785852,-0.897115,0.000000,0.000000,441.974304,-0.042378,0.000000,0.000000,-7.029006,5.601536,10.000000,-0.306966,0.895279,0.055912,0.704893,31.385540,0.616778,-6.678818,1.000000,1.000000,359.999999,0.000000,0.167550,-0.147286,7.150000,5.721267,-6795364546.961345,0.277000,0.427974,0.046429,-6795364546.871345,4.651579,15.599999,-1.122064,0.676494,0.427974,0.737956,0.737245,0.008830,1.000000,0.000000,-6795364546.921345,0.167550,-0.313247,-1.117113,0.000000,8.290039,0.000000,-5.837854,409.448853,0.199615,0.000000,0.277000,0.614696,8.418696,0.687788,0.356049,-0.290749,-6795364546.961345,0.219049,0.222477,-0.000000,31.651087,17.959253,-0.030552,0.277000,-3.046129,0.164160,-5.085964,-4.291553
3.141593,8.868024,-0.808741,-0.895946,0.000000,0.000000,441.974304,-0.042378,0.000000,0.000000,-7.029239,5.617286,10.000000,-0.306966,0.895296,0.055868,0.704896,31.385025,0.616784,-6.679416,1.000000,1.000000,359.999998,0.000000,0.167547,-0.146765,7.150000,5.721267,-6795364546.961345,0.257000,0.424555,0.045289,-6795364546.821345,4.650610,15.599999,-1.118625,0.663778,0.424555,0.737951,0.737241,0.008972,1.000000,0.000000,-6795364546.871345,0.167541,-0.313169,-1.117113,0.000000,8.288984,0.000000,-5.822907,408.792664,0.199615,0.000000,0.277000,0.614703,8.417581,0.687857,0.328074,-0.289715,-6795364546.851345,0.219052,0.222481,-0.000000,31.651179,17.931255,-0.042378,0.257000,-3.046129,0.163866,-5.085964,-4.291553
3.141593,8.858816,-0.816370,-0.895249,0.000000,0.000000,441.974304,-0.041547,0.000000,0.000000,-7.028481,5.628184,10.000000,-0.306966,0.895261,0.055903,0.704893,31.384946,0.616790,-6.678862,1.000000,1.000000,359.999999,0.000000,0.167550,-0.146586,7.150000,5.721267,-6795364546.851345,0.257000,0.424555,0.045778,-6795364546.771345,4.624098,15.599999,-1.118157,0.625629,0.424555,0.737946,0.737236,0.008911,1.000000,0.000000,-6795364546.821345,0.167542,-0.313144,-1.117113,0.000000,8.288250,0.000000,-5.814048,408.792664,0.199615,0.000000,0.257000,0.614709,8.416847,0.687876,0.330617,-0.289612,-6795364546.851345,0.219049,0.222477,-0.000000,31.651175,17.927804,-0.042378,0.257000,-3.046129,0.163790,-5.085964,-4.207406
3.141593,8.874562,-0.865963,-0.895473,0.000000,0.000000,441.974304,-0.041547,0.000000,0.000000,-7.029515,5.663400,10.000000,-0.306966,0.895292,0.055706,0.704909,31.386238,0.616790,-6.679489,1.000000,1.000000,0.000001,0.000000,0.167554,-0.147050,7.150000,5.721267,-6795364546.851345,0.135000,0.418764,0.045106,-6795364546.721345,4.651250,15.599999,-1.118870,0.679037,0.418764,0.737940,0.737232,0.008179,1.000000,0.000000,-6795364546.771345,0.167546,-0.313063,-1.117113,0.000000,8.287624,0.000000,-5.830431,407.808411,0.199615,0.000000,0.257000,0.614708,8.416097,0.687876,0.335704,-0.289308,-6795364546.761345,0.219061,0.222494,-0.000000,31.652859,17.911494,-0.041547,0.135000,-3.046129,0.163787,-5.085964,-4.207406
3.141593,8.879877,-0.816370,-0.896140,0.000000,0.000000,441.974304,-0.040732,0.000000,0.000000,-7.030329,5.638536,10.000000,-0.306966,0.895405,0.055748,0.704906,31.386517,0.616791,-6.680207,1.000000,1.000000,360.000000,0.000000,0.167549,-0.147194,7.150000,5.721267,-6795364546.761345,0.135000,0.418764,0.046022,-6795364546.671345,4.651887,15.599999,-1.120151,0.671407,0.418764,0.737939,0.737230,0.008342,1.000000,0.000000,-6795364546.721345,0.167543,-0.313067,-1.117113,0.000000,8.287222,0.000000,-5.836515,407.808411,0.199615,0.000000,0.135000,0.614709,8.415711,0.687851,0.348420,-0.289944,-6795364546.761345,0.219067,0.222499,-0.000000,31.652878,17.923671,-0.041547,0.135000,-3.046129,0.163892,-5.085964,-4.124907
3.141593,8.868350,-0.839259,-0.896674,0.000000,0.000000,441.974304,-0.040732,0.000000,0.000000,-7.029848,5.648651,10.000000,-0.306966,0.895555,0.055762,0.704905,31.387039,0.616791,-6.679955,1.000000,1.000000,360.000000,0.000000,0.167556,-0.146950,7.150000,5.721267,-6795364546.761345,0.279000,0.415969,0.045351,-6795364546.621345,4.627272,15.599999,-1.120457,0.633259,0.415969,0.737938,0.737229,0.008911,1.000000,0.000000,-6795364546.671345,0.167548,-0.313006,-1.117113,0.000000,8.287216,0.000000,-5.830704,406.824158,0.199615,0.000000,0.135000,0.614709,8.415705,0.687881,0.343333,-0.289798,-6795364546.661345,0.219068,0.222500,-0.000000,31.653615,17.914393,-0.040732,0.279000,-3.046129,0.163767,-5.085964,-4.124907
3.141593,8.869643,-0.780765,-0.895382,0.000000,0.000000,442.021851,-0.034412,0.000000,0.000000,-7.029398,5.609928,10.000000,-0.306966,0.895482,0.055842,0.704898,31.385948,0.616793,-6.679530,1.000000,1.000000,360.000000,0.000000,0.167550,-0.146873,7.150000,5.721267,-6795364546.661345,0.279000,0.415969,0.046063,-6795364546.571345,4.623151,15.599999,-1.118157,0.640889,0.415969,0.737940,0.737230,0.008504,1.000000,0.000000,-6795364546.621345,0.167543,-0.313025,-1.117113,0.000000,8.287243,0.000000,-5.830170,406.824158,0.199615,0.000000,0.279000,0.614712,8.415785,0.687859,0.353506,-0.289800,-6795364546.661345,0.219060,0.222490,-0.000000,31.652186,17.928637,-0.040732,0.279000,-3.046129,0.163860,-5.085964,-3.484822
3.141593,8.841265,-0.793481,-0.895057,0.000000,0.000000,442.021851,-0.034412,0.000000,0.000000,-7.029520,5.606020,10.000000,-0.306966,0.895426,0.056078,0.704880,31.384896,0.616794,-6.680286,1.000000,1.000000,0.000001,0.000000,0.167541,-0.146135,7.150000,5.721267,-6795364546.661345,0.454000,0.416729,0.046144,-6795364546.521345,4.631271,15.599999,-1.118076,0.656148,0.416729,0.737942,0.737233,0.009705,1.000000,0.000000,-6795364546.571345,0.167532,-0.313045,-1.117113,0.000000,8.287267,0.000000,-5.837693,407.152252,0.199615,0.000000,0.279000,0.614713,8.415931,0.687885,0.358592,-0.289835,-6795364546.561345,0.219059,0.222483,-0.000000,31.650891,17.938579,-0.034412,0.454000,-3.046129,0.163750,-5.085964,-3.484822
3.141593,8.846995,-0.816370,-0.895046,0.000000,0.000000,441.907318,-0.047040,0.000000,0.000000,-7.030729,5.621774,10.000000,-0.306966,0.895387,0.055838,0.704899,31.383961,0.616795,-6.681255,1.000000,1.000000,0.000001,0.000000,0.167532,-0.146433,7.150000,5.721267,-6795364546.561345,0.454000,0.416729,0.044598,-6795364546.471345,4.642932,15.599999,-1.117954,0.666321,0.416729,0.737942,0.737234,0.008871,1.000000,0.000000,-6795364546.521345,0.167520,-0.312928,-1.117113,0.000000,8.287058,0.000000,-5.836072,407.152252,0.199615,0.000000,0.454000,0.614713,8.415582,0.687925,0.345876,-0.288938,-6795364546.561345,0.219060,0.222490,-0.000000,31.650668,17.905321,-0.034412,0.454000,-3.046129,0.163584,-5.085964,-4.763667
3.141593,8.820378,-0.831629,-0.893527,0.000000,0.000000,441.907318,-0.047040,0.000000,0.000000,-7.031368,5.636567,10.000000,-0.306966,0.895136,0.056101,0.704878,31.384065,0.616791,-6.682493,1.000000,1.000000,0.000002,0.000000,0.167527,-0.145536,7.150000,5.721267,-6795364546.561345,0.625000,0.420895,0.046022,-6795364546.421345,4.632763,15.599999,-1.115452,0.648518,0.420895,0.737945,0.737236,0.010071,1.000000,0.000000,-6795364546.471345,0.167514,-0.312954,-1.117113,0.000000,8.287156,0.000000,-5.840066,407.808411,0.199615,0.000000,0.454000,0.614711,8.415816,0.687939,0.354778,-0.289092,-6795364546.451345,0.219068,0.222493,-0.000000,31.650418,17.921529,-0.047040,0.625000,-3.046129,0.163522,-5.085964,-4.763667
3.141593,8.831872,-0.798568,-0.894472,0.000000,0.000000,441.907318,-0.046118,0.000000,0.000000,-7.033370,5.619846,10.000000,-0.306966,0.895110,0.055944,0.704890,31.383177,0.616796,-6.684172,1.000000,1.000000,0.000001,0.000000,0.167510,-0.146135,7.150000,5.721267,-6795364546.451345,0.625000,0.420895,0.045005,-6795364546.371345,4.658226,15.599999,-1.117832,0.684123,0.420895,0.737942,0.737234,0.009033,1.000000,0.000000,-6795364546.421345,0.167497,-0.312882,-1.117113,0.000000,8.286166,0.000000,-5.827772,407.808411,0.199615,0.000000,0.625000,0.614715,8.414718,0.687943,0.330617,-0.288930,-6795364546.451345,0.219076,0.222503,-0.000000,31.649826,17.907396,-0.047040,0.625000,-3.046129,0.163506,-5.085964,-4.670261
3.141593,8.869313,-0.797296,-0.894701,0.000000,0.000000,441.907318,-0.046118,0.000000,0.000000,-7.034246,5.614370,10.000000,-0.306966,0.895079,0.055969,0.704888,31.382905,0.616802,-6.684352,1.000000,1.000000,359.999994,0.000000,0.167496,-0.147043,7.150000,5.721267,-6795364546.451345,0.635000,0.425177,0.046999,-6795364546.321345,4.643464,15.599999,-1.118503,0.652333,0.425177,0.737940,0.737229,0.007813,1.000000,0.000000,-6795364546.371345,0.167493,-0.313001,-1.117113,0.000000,8.285280,0.000000,-5.821505,408.136505,0.199615,0.000000,0.625000,0.614721,8.413852,0.687830,0.335704,-0.290132,-6795364546.351345,0.219077,0.222504,-0.000000,31.648641,17.948918,-0.046118,0.635000,-3.046129,0.163980,-5.085964,-4.670261
3.141593,8.857253,-0.831629,-0.895954,0.000000,0.000000,441.896515,-0.046468,0.000000,0.000000,-7.034089,5.636612,10.000000,-0.306966,0.895221,0.056093,0.704878,31.383874,0.616804,-6.684477,1.000000,1.000000,359.999999,0.000000,0.167501,-0.146683,7.150000,5.721267,-6795364546.351345,0.635000,0.425177,0.046429,-6795364546.271345,4.634744,15.599999,-1.120192,0.645975,0.425177,0.737935,0.737225,0.009196,1.000000,0.000000,-6795364546.321345,0.167497,-0.313043,-1.117113,0.000000,8.284621,0.000000,-5.822544,408.136505,0.199615,0.000000,0.635000,0.614723,8.413241,0.687836,0.335704,-0.290432,-6795364546.351345,0.219084,0.222508,-0.000000,31.649453,17.957069,-0.046118,0.635000,-3.046129,0.163956,-5.085964,-4.705780
3.141593,8.879364,-0.804926,-0.895376,0.000000,0.000000,441.896515,-0.046468,0.000000,0.000000,-7.033399,5.623438,10.000000,-0.306966,0.895211,0.055987,0.704887,31.384189,0.616804,-6.683344,1.000000,1.000000,359.999999,0.000000,0.167506,-0.147210,7.150000,5.721267,-6795364546.351345,0.753000,0.431733,0.046449,-6795364546.221345,4.612282,15.599999,-1.118748,0.621815,0.431733,0.737935,0.737224,0.007874,1.000000,0.000000,-6795364546.271345,0.167506,-0.313095,-1.117113,0.000000,8.284825,0.000000,-5.827953,408.464569,0.199615,0.000000,0.635000,0.614723,8.413402,0.687797,0.354778,-0.290305,-6795364546.251345,0.219078,0.222505,-0.000000,31.649667,17.961996,-0.046468,0.753000,-3.046129,0.164119,-5.085964,-4.705780
3.141593,8.891496,-0.803654,-0.895809,0.000000,0.000000,441.992676,-0.034388,0.000000,0.000000,-7.031840,5.618372,10.000000,-0.306966,0.895290,0.055909,0.704893,31.384193,0.616804,-6.681556,1.000000,1.000000,360.000000,0.000000,0.167516,-0.147411,7.150000,5.721267,-6795364546.251345,0.753000,0.431733,0.046388,-6795364546.171345,4.600544,15.599999,-1.119785,0.615457,0.431733,0.737937,0.737225,0.007976,1.000000,0.000000,-6795364546.221345,0.167517,-0.313131,-1.117113,0.000000,8.285477,0.000000,-5.830800,408.464569,0.199615,0.000000,0.753000,0.614723,8.414035,0.687781,0.358592,-0.290396,-6795364546.251345,0.219066,0.222494,-0.000000,31.649680,17.961460,-0.046468,0.753000,-3.046129,0.164188,-5.085964,-3.482391
3.141593,8.863584,-0.835444,-0.895400,0.000000,0.000000,441.992676,-0.034388,0.000000,0.000000,-7.029763,5.638625,10.000000,-0.306966,0.895283,0.055922,0.704892,31.384586,0.616799,-6.680041,1.000000,1.000000,359.999997,0.000000,0.167536,-0.146555,7.150000,5.721267,-6795364546.251345,0.463000,0.432359,0.045412,-6795364546.121345,4.590307,15.599999,-1.118320,0.606555,0.432359,0.737939,0.737229,0.009339,1.000000,0.000000,-6795364546.171345,0.167530,-0.313075,-1.117113,0.000000,8.286616,0.000000,-5.836343,408.136505,0.199615,0.000000,0.753000,0.614718,8.415192,0.687857,0.362407,-0.289631,-6795364546.151345,0.219057,0.222485,-0.000000,31.650641,17.935678,-0.034388,0.463000,-3.046129,0.163866,-5.085964,-3.482391
3.141593,8.829150,-0.829086,-0.896459,0.000000,0.000000,441.992676,-0.033713,0.000000,0.000000,-7.028426,5.643941,10.000000,-0.306966,0.895446,0.056059,0.704881,31.385119,0.616801,-6.679431,1.000000,1.000000,359.999998,0.000000,0.167549,-0.146096,7.150000,5.721267,-6795364546.151345,0.463000,0.432359,0.045656,-6795364546.071345,4.606951,15.599999,-1.120355,0.625629,0.432359,0.737935,0.737226,0.010010,1.000000,0.000000,-6795364546.121345,0.167537,-0.313036,-1.117113,0.000000,8.286393,0.000000,-5.816207,408.136505,0.199615,0.000000,0.463000,0.614720,8.415022,0.687924,0.325531,-0.289863,-6795364546.151345,0.219056,0.222481,-0.000000,31.651453,17.923466,-0.034388,0.463000,-3.046129,0.163586,-5.085964,-3.414109
3.141593,8.793285,-0.797296,-0.895131,0.000000,0.000000,441.992676,-0.033713,0.000000,0.000000,-7.026907,5.624155,10.000000,-0.306966,0.895358,0.056272,0.704864,31.384678,0.616806,-6.678709,1.000000,1.000000,359.999999,0.000000,0.167554,-0.145269,7.150000,5.721267,-6795364546.151345,0.549000,0.434691,0.045717,-6795364546.021345,4.593447,15.599999,-1.117344,0.598926,0.434691,0.737932,0.737223,0.010681,1.000000,0.000000,-6795364546.071345,0.167537,-0.313014,-1.117113,0.000000,8.285874,0.000000,-5.803199,408.136505,0.199615,0.000000,0.463000,0.614727,8.414597,0.687977,0.328074,-0.289493,-6795364546.061345,0.219050,0.222470,-0.000000,31.651029,17.922191,-0.033713,0.549000,-3.046129,0.163363,-5.085964,-3.414109
3.141593,8.846347,-0.844345,-0.894760,0.000000,0.000000,441.992676,-0.033052,0.000000,0.000000,-7.027996,5.644822,10.000000,-0.306966,0.895282,0.055908,0.704893,31.385008,0.616802,-6.678623,1.000000,1.000000,0.000001,0.000000,0.167552,-0.146734,7.150000,5.721267,-6795364546.061345,0.549000,0.434691,0.045330,-6795364545.971345,4.614078,15.599999,-1.117791,0.645975,0.434691,0.737935,0.737226,0.007853,1.000000,0.000000,-6795364546.021345,0.167541,-0.312971,-1.117113,0.000000,8.286510,0.000000,-5.838863,408.136505,0.199615,0.000000,0.549000,0.614721,8.415066,0.687910,0.366222,-0.289230,-6795364546.061345,0.219050,0.222478,-0.000000,31.651503,17.916025,-0.033713,0.549000,-3.046129,0.163645,-5.085964,-3.347166
3.141593,8.850871,-0.835444,-0.895000,0.000000,0.000000,441.992676,-0.033052,0.000000,0.000000,-7.027802,5.649097,10.000000,-0.306966,0.895264,0.055980,0.704887,31.385986,0.616802,-6.678382,1.000000,1.000000,0.000000,0.000000,0.167556,-0.146522,7.150000,5.721267,-6795364546.061345,0.518000,0.436358,0.046205,-6795364545.921345,4.620627,15.599999,-1.118442,0.637074,0.436358,0.737933,0.737223,0.009033,1.000000,0.000000,-6795364545.971345,0.167548,-0.313004,-1.117113,0.000000,8.286296,0.000000,-5.824040,408.464569,0.199615,0.000000,0.549000,0.614721,8.414890,0.687880,0.331889,-0.289757,-6795364545.951345,0.219054,0.222481,-0.000000,31.652144,17.932372,-0.033052,0.518000,-3.046129,0.163770,-5.085964,-3.347166
3.141593,8.876771,-0.839259,-0.895326,0.000000,0.000000,442.020752,-0.029141,0.000000,0.000000,-7.028197,5.654145,10.000000,-0.306966,0.895284,0.055981,0.704887,31.387863,0.616806,-6.678287,1.000000,1.000000,359.999997,0.000000,0.167561,-0.147190,7.150000,5.721267,-6795364545.951345,0.518000,0.436358,0.046795,-6795364545.871345,4.641966,15.599999,-1.119256,0.661234,0.436358,0.737925,0.737214,0.007894,1.000000,0.000000,-6795364545.921345,0.167558,-0.313089,-1.117113,0.000000,8.285076,0.000000,-5.813467,408.464569,0.199615,0.000000,0.518000,0.614726,8.413654,0.687806,0.315358,-0.290382,-6795364545.951345,0.219066,0.222492,-0.000000,31.653497,17.958341,-0.033052,0.518000,-3.046129,0.164081,-5.085964,-2.951096
3.141593,8.880577,-0.846889,-0.895433,0.000000,0.000000,442.020752,-0.029141,0.000000,0.000000,-7.028077,5.656171,10.000000,-0.306966,0.895304,0.055799,0.704902,31.389067,0.616802,-6.678011,1.000000,1.000000,360.000000,0.000000,0.167573,-0.147072,7.150000,5.721267,-6795364545.951345,0.295000,0.433530,0.045228,-6795364545.821345,4.625908,15.599999,-1.118748,0.640889,0.433530,0.737924,0.737214,0.008423,1.000000,0.000000,-6795364545.871345,0.167568,-0.313023,-1.117113,0.000000,8.285451,0.000000,-5.838779,408.792664,0.199615,0.000000,0.518000,0.614721,8.413929,0.687838,0.362407,-0.289589,-6795364545.851345,0.219070,0.222501,-0.000000,31.655291,17.932610,-0.029141,0.295000,-3.046129,0.163950,-5.085964,-2.951096
3.141593,8.853147,-0.836716,-0.895977,0.000000,0.000000,442.020752,-0.028570,0.000000,0.000000,-7.027736,5.650198,10.000000,-0.306966,0.895394,0.055980,0.704887,31.389974,0.616796,-6.678264,1.000000,1.000000,0.000000,0.000000,0.167582,-0.146486,7.150000,5.721267,-6795364545.851345,0.295000,0.433530,0.046103,-6795364545.771345,4.621798,15.599999,-1.119704,0.640889,0.433530,0.737925,0.737216,0.009481,1.000000,0.000000,-6795364545.821345,0.167574,-0.313034,-1.117113,0.000000,8.285998,0.000000,-5.842626,408.792664,0.199615,0.000000,0.295000,0.614715,8.414573,0.687874,0.358592,-0.290005,-6795364545.851345,0.219075,0.222503,-0.000000,31.656170,17.934598,-0.029141,0.295000,-3.046129,0.163797,-5.085964,-2.893231
3.141593,8.885563,-0.801111,-0.895111,0.000000,0.000000,442.020752,-0.028570,0.000000,0.000000,-7.029409,5.620774,10.000000,-0.306966,0.895329,0.055806,0.704901,31.389507,0.616791,-6.679222,1.000000,1.000000,360.000000,0.000000,0.167570,-0.147325,7.150000,5.721267,-6795364545.851345,0.413000,0.433120,0.045961,-6795364545.721345,4.646059,15.599999,-1.118198,0.682852,0.433120,0.737931,0.737221,0.007508,1.000000,0.000000,-6795364545.771345,0.167567,-0.313046,-1.117113,0.000000,8.286609,0.000000,-5.857368,409.120728,0.199615,0.000000,0.295000,0.614709,8.415114,0.687822,0.373852,-0.289810,-6795364545.761345,0.219078,0.222509,-0.000000,31.655604,17.938668,-0.028570,0.413000,-3.046129,0.164016,-5.085964,-2.893231
3.141593,8.904661,-0.788395,-0.895501,0.000000,0.000000,442.011047,-0.029139,0.000000,0.000000,-7.029237,5.608629,10.000000,-0.306966,0.895363,0.055634,0.704915,31.388381,0.616797,-6.678625,1.000000,1.000000,0.000000,0.000000,0.167564,-0.147603,7.150000,5.721267,-6795364545.761345,0.413000,0.433120,0.045574,-6795364545.671345,4.637239,15.599999,-1.119215,0.648518,0.433120,0.737930,0.737220,0.007650,1.000000,0.000000,-6795364545.721345,0.167562,-0.313018,-1.117113,0.000000,8.286312,0.000000,-5.828629,409.120728,0.199615,0.000000,0.413000,0.614714,8.414728,0.687807,0.335704,-0.289690,-6795364545.761345,0.219069,0.222503,-0.000000,31.654648,17.929908,-0.028570,0.413000,-3.046129,0.164078,-5.085964,-2.950884
3.141593,8.882385,-0.801111,-0.895814,0.000000,0.000000,442.011047,-0.029139,0.000000,0.000000,-7.027644,5.613603,10.000000,-0.306966,0.895421,0.055635,0.704915,31.387020,0.616802,-6.677481,1.000000,1.000000,359.999998,0.000000,0.167567,-0.146958,7.150000,5.721267,-6795364545.761345,0.178000,0.428017,0.044984,-6795364545.621345,4.617728,15.599999,-1.119175,0.625629,0.428017,0.737929,0.737221,0.008911,1.000000,0.000000,-6795364545.671345,0.167560,-0.312934,-1.117113,0.000000,8.286273,0.000000,-5.822410,408.792664,0.199615,0.000000,0.413000,0.614720,8.414683,0.687871,0.343333,-0.289309,-6795364545.661345,0.219054,0.222489,-0.000000,31.653743,17.907720,-0.029139,0.178000,-3.046129,0.163811,-5.085964,-2.950884
3.141593,8.864273,-0.813827,-0.895994,0.000000,0.000000,442.107178,-0.017398,0.000000,0.000000,-7.026900,5.620552,10.000000,-0.306966,0.895486,0.055796,0.704902,31.386101,0.616800,-6.677163,1.000000,1.000000,0.000000,0.000000,0.167566,-0.146730,7.150000,5.721267,-6795364545.661345,0.178000,0.428017,0.045818,-6795364545.571345,4.615741,15.599999,-1.119541,0.638345,0.428017,0.737935,0.737226,0.008993,1.000000,0.000000,-6795364545.621345,0.167557,-0.312931,-1.117113,0.000000,8.287001,0.000000,-5.841296,408.792664,0.199615,0.000000,0.178000,0.614718,8.415513,0.687885,0.368765,-0.289732,-6795364545.661345,0.219046,0.222477,-0.000000,31.652623,17.915831,-0.029139,0.178000,-3.046129,0.163751,-5.085964,-1.761901
3.141593,8.877782,-0.835444,-0.895501,0.000000,0.000000,442.107178,-0.017398,0.000000,0.000000,-7.026455,5.638121,10.000000,-0.306966,0.895467,0.055874,0.704896,31.386592,0.616793,-6.676511,1.000000,1.000000,359.999999,0.000000,0.167570,-0.147133,7.150000,5.721267,-6795364545.661345,0.085000,0.421157,0.046510,-6795364545.521345,4.609608,15.599999,-1.118931,0.629444,0.421157,0.737940,0.737230,0.008057,1.000000,0.000000,-6795364545.571345,0.167566,-0.312998,-1.117113,0.000000,8.288030,0.000000,-5.846213,407.808411,0.199615,0.000000,0.178000,0.614712,8.416618,0.687828,0.366222,-0.290159,-6795364545.561345,0.219043,0.222472,-0.000000,31.652544,17.942069,-0.017398,0.085000,-3.046129,0.163990,-5.085964,-1.761901
3.141593,8.834932,-0.813827,-0.895525,0.000000,0.000000,442.107178,-0.017057,0.000000,0.000000,-7.026507,5.627719,10.000000,-0.306966,0.895473,0.056163,0.704873,31.386685,0.616787,-6.677486,1.000000,1.000000,0.000000,0.000000,0.167571,-0.146005,7.150000,5.721267,-6795364545.561345,0.085000,0.421157,0.046185,-6795364545.471345,4.624076,15.599999,-1.118768,0.653605,0.421157,0.737944,0.737234,0.010173,1.000000,0.000000,-6795364545.521345,0.167562,-0.313019,-1.117113,0.000000,8.288666,0.000000,-5.849535,407.808411,0.199615,0.000000,0.085000,0.614707,8.417407,0.687883,0.366222,-0.290075,-6795364545.561345,0.219049,0.222471,-0.000000,31.652544,17.946204,-0.017398,0.085000,-3.046129,0.163757,-5.085964,-1.727354
3.141593,8.844616,-0.831629,-0.895207,0.000000,0.000000,442.107178,-0.017057,0.000000,0.000000,-7.027945,5.638307,10.000000,-0.306966,0.895433,0.056244,0.704866,31.387850,0.616782,-6.678750,1.000000,1.000000,359.999999,0.000000,0.167568,-0.146520,7.150000,5.721267,-6795364545.561345,0.174000,0.416214,0.046999,-6795364545.421345,4.638113,15.599999,-1.118686,0.663778,0.416214,0.737945,0.737234,0.008667,1.000000,0.000000,-6795364545.471345,0.167563,-0.313119,-1.117113,0.000000,8.288664,0.000000,-5.844357,407.480316,0.199615,0.000000,0.085000,0.614702,8.417450,0.687837,0.350963,-0.290504,-6795364545.461345,0.219063,0.222484,-0.000000,31.653235,17.969010,-0.017057,0.174000,-3.046129,0.163952,-5.085964,-1.727354
3.141593,8.853224,-0.824000,-0.896306,0.000000,0.000000,442.086670,-0.019107,0.000000,0.000000,-7.028583,5.636650,10.000000,-0.306966,0.895568,0.056203,0.704870,31.388936,0.616778,-6.679192,1.000000,1.000000,360.000000,0.000000,0.167571,-0.146831,7.150000,5.721267,-6795364545.461345,0.174000,0.416214,0.046632,-6795364545.371345,4.626403,15.599999,-1.120680,0.640889,0.416214,0.737945,0.737233,0.008749,1.000000,0.000000,-6795364545.421345,0.167567,-0.313169,-1.117113,0.000000,8.288772,0.000000,-5.839404,407.480316,0.199615,0.000000,0.174000,0.614698,8.417537,0.687822,0.353506,-0.290737,-6795364545.461345,0.219072,0.222493,-0.000000,31.654304,17.970861,-0.017057,0.174000,-3.046129,0.164015,-5.085964,-1.934960
3.141593,8.892748,-0.816370,-0.894674,0.000000,0.000000,442.086670,-0.019107,0.000000,0.000000,-7.028128,5.633411,10.000000,-0.306966,0.895408,0.055750,0.704906,31.389156,0.616782,-6.677806,1.000000,1.000000,0.000005,0.000000,0.167579,-0.147410,7.150000,5.721267,-6795364545.461345,0.059000,0.409070,0.045106,-6795364545.321345,4.615893,15.599999,-1.117038,0.625629,0.409070,0.737941,0.737231,0.007385,1.000000,0.000000,-6795364545.371345,0.167576,-0.313095,-1.117113,0.000000,8.288656,0.000000,-5.822381,407.480316,0.199615,0.000000,0.174000,0.614699,8.417182,0.687814,0.335704,-0.289356,-6795364545.361345,0.219064,0.222496,-0.000000,31.655278,17.936870,-0.019107,0.059000,-3.046129,0.164048,-5.085964,-1.934960
3.141593,8.899824,-0.818913,-0.895476,0.000000,0.000000,442.136353,-0.012960,0.000000,0.000000,-7.027266,5.630506,10.000000,-0.306966,0.895449,0.055634,0.704915,31.388906,0.616781,-6.676777,1.000000,1.000000,0.000002,0.000000,0.167585,-0.147425,7.150000,5.721267,-6795364545.361345,0.059000,0.409070,0.045574,-6795364545.271345,4.617850,15.599999,-1.119338,0.640889,0.409070,0.737943,0.737233,0.008016,1.000000,0.000000,-6795364545.321345,0.167582,-0.313060,-1.117113,0.000000,8.289250,0.000000,-5.838974,407.480316,0.199615,0.000000,0.059000,0.614698,8.417728,0.687821,0.363679,-0.289574,-6795364545.361345,0.219056,0.222490,-0.000000,31.655282,17.924956,-0.019107,0.059000,-3.046129,0.164019,-5.085964,-1.312394
