RollGyr,turnRate,TWa,EGPS0,Z3,TW,H1,W3,WValid,E2,GPSTrueCourse,C3,Z2,headingValid,A3,needsInitialization,W2a,EGyr1,staticMode,E3,PitchGPS,GPSVerticalAccuracy,T,W1,GPSAltitudeMSL,SmoothW2,D3,Ta,D1,gLoad,GPSFixQuality,M2,EGPS1,M1,slipSkid,B1,PitchGyr,A1,H2,D2,EGPS3,E0,EGyr2,EGPS2,HeadingGyr,Z1,EGyr0,M3,GroundSpeed,EGyr3,B3,HeadingGPS,Pitch,GPSNACp,Heading,E1,C1,BaroPressureAltitude,H3,C2,A2,W2,GPSHorizontalAccuracy,BaroVerticalSpeed,SmoothW1,B2,RollGPS,Roll,W1a,headingMag,W3a,SmoothGroundSpeed
0.000000,-0.001003,-6795364573.061345,0.707107,0.000000,-6795364573.061345,0.000000,0.021472,1.000000,0.000000,0.000000,-1.121714,0.000000,0.000000,-1.122105,0.000000,0.587000,0.000000,0.000000,0.707107,0.000000,18.150002,-6795364573.051345,0.000000,390.419952,0.011740,0.342265,-6795364573.051345,-0.784478,1.000450,1.000000,0.000000,0.000000,0.000000,-0.002912,-0.768388,0.000000,0.006668,0.000000,0.644398,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,0.707107,0.000000,0.587000,0.707107,0.398606,0.000000,0.000000,9.000000,0.000000,0.000000,0.009053,446.292480,0.000000,0.045944,0.049234,0.587000,11.799999,2.174464,0.000000,0.613083,0.000000,0.000000,0.000000,3.141593,0.021472,0.011740
0.000124,-0.001003,-6795364573.061345,0.707105,-0.700280,-6795364573.061345,0.003093,0.027955,1.000000,-0.000008,0.000000,-1.121714,-0.002170,0.000000,-1.122044,0.000000,0.587000,0.000013,1.000000,0.707091,0.105451,18.150002,-6795364573.011345,0.000000,390.419952,0.011740,0.342265,-6795364573.051345,-0.784478,1.000445,1.000000,0.000000,0.001417,0.000000,-0.002931,-0.789666,0.001913,0.006104,-0.047828,0.644398,0.707107,0.707123,-0.000011,0.000116,0.002675,-0.001841,0.707123,0.000000,0.587000,0.707090,0.434889,359.999951,0.003984,9.000000,0.002618,0.000041,0.009053,446.351898,-0.066877,0.045944,0.049440,0.587000,11.799999,2.830923,0.000000,0.572222,0.124262,0.002607,0.000000,3.141593,0.021472,0.011740
0.002238,-0.000902,-6795364573.061345,0.707105,-0.911887,-6795364572.961345,-0.007368,0.027955,1.000000,-0.000021,0.000000,-1.121714,-0.001819,0.000000,-1.124546,0.000000,0.587000,0.000048,1.000000,0.707072,0.121828,18.150002,-6795364572.961345,0.000000,389.763794,0.018265,0.342265,-6795364573.011345,-0.784478,1.000658,1.000000,0.000000,0.001475,0.000000,-0.002804,-0.773136,0.005535,0.006673,-0.031033,0.644398,0.707107,0.707142,-0.000020,-0.000028,0.005828,-0.002051,0.707143,0.000000,0.338000,0.707071,0.404370,359.999986,0.007861,9.000000,0.005709,0.000077,0.009053,446.351898,-0.064191,0.045944,0.047934,0.338000,11.799999,2.830923,0.000000,0.618000,0.117271,0.004539,0.000000,3.141593,0.027955,0.018265
0.004191,-0.000902,-6795364572.961345,0.707105,-0.974503,-6795364572.961345,-0.006971,0.027406,1.000000,-0.000027,0.000000,-1.121714,-0.002765,0.000000,-1.123081,0.000000,0.338000,0.000086,1.000000,0.707052,0.097139,18.150002,-6795364572.911345,0.000000,389.763794,0.018265,0.342265,-6795364572.961345,-0.784478,1.000726,1.000000,0.000000,0.001519,0.000000,-0.002841,-0.778222,0.009689,0.007691,-0.036557,0.644398,0.707107,0.707161,-0.000034,0.000320,0.009035,-0.001472,0.707163,0.000000,0.338000,0.707051,0.408185,359.999999,0.011437,9.000000,0.008852,0.000114,0.009053,446.351898,-0.066519,0.045944,0.049562,0.338000,11.799999,2.775414,0.000000,0.602741,0.148972,0.007087,0.000000,3.141593,0.027955,0.018265
0.007094,-0.000812,-6795364572.961345,0.707105,-0.992147,-6795364572.861345,0.000125,0.027406,1.000000,-0.000022,0.000000,-1.121714,-0.003197,0.000000,-1.121250,0.000000,0.338000,0.000119,1.000000,0.707028,0.103832,18.150002,-6795364572.861345,0.000000,388.123383,0.022080,0.342265,-6795364572.911345,-0.784478,1.000625,1.000000,0.000000,0.001714,0.000000,-0.002895,-0.788395,0.012242,0.006795,-0.016105,0.644398,0.707107,0.707186,-0.000032,0.000432,0.013106,-0.001848,0.707188,0.000000,0.209000,0.707026,0.434889,359.999999,0.014074,9.000000,0.012841,0.000151,0.009053,446.351898,-0.085077,0.045944,0.049725,0.209000,11.799999,2.775414,0.000000,0.633259,0.173920,0.010431,0.000000,3.141593,0.027406,0.022080
0.010338,-0.000812,-6795364572.861345,0.707104,-0.996772,-6795364572.861345,-0.001864,0.034651,1.000000,-0.000025,0.000000,-1.121714,-0.003709,0.000000,-1.120151,0.000000,0.209000,0.000166,1.000000,0.707014,0.102662,18.150002,-6795364572.811345,0.000000,388.123383,0.022080,0.342265,-6795364572.861345,-0.784478,1.000438,1.000000,0.000000,0.001876,0.000000,-0.002999,-0.782037,0.016527,0.007080,-0.049071,0.644398,0.707107,0.707199,-0.000038,0.000609,0.015314,-0.001777,0.707201,0.000000,0.209000,0.707012,0.373852,360.000000,0.018249,9.000000,0.015005,0.000200,0.009053,446.418884,-0.049450,0.045944,0.050295,0.209000,11.799999,3.509067,0.000000,0.579852,0.201427,0.014160,0.000000,3.141593,0.027406,0.022080
0.012385,-0.000731,-6795364572.861345,0.707104,-0.999640,-6795364572.761345,-0.035522,0.034651,1.000000,-0.000047,0.000000,-1.121714,-0.003040,0.000000,-1.122593,0.000000,0.209000,0.000205,1.000000,0.707000,0.146528,18.150002,-6795364572.761345,0.000000,386.811035,0.023258,0.342265,-6795364572.811345,-0.784478,1.000481,1.000000,0.000000,0.002030,0.000000,-0.002974,-0.734987,0.020808,0.005290,-0.051191,0.644398,0.707107,0.707214,-0.000052,0.000221,0.017716,-0.002884,0.707216,0.000000,0.081000,0.706997,0.396741,0.000003,0.023322,9.000000,0.017358,0.000241,0.009053,446.418884,-0.054213,0.045944,0.049074,0.081000,11.799999,3.509067,0.000000,0.590025,0.182408,0.015786,0.000000,3.141593,0.034651,0.023258
0.014485,-0.000731,-6795364572.761345,0.707104,-1.000002,-6795364572.761345,-0.026052,0.036105,1.000000,-0.000064,0.000000,-1.121714,-0.002746,0.000000,-1.121799,0.000000,0.081000,0.000243,1.000000,0.706984,0.172298,18.150002,-6795364572.711345,0.000000,386.811035,0.023258,0.342265,-6795364572.761345,-0.784478,1.000448,1.000000,0.000000,0.002080,0.000000,-0.002938,-0.762963,0.024929,0.005310,-0.032151,0.644398,0.707107,0.707229,-0.000064,-0.000046,0.020242,-0.003200,0.707232,0.000000,0.081000,0.706982,0.400555,0.000003,0.027875,9.000000,0.019834,0.000280,0.009053,446.437256,-0.057666,0.045944,0.048891,0.081000,11.799999,3.656347,0.000000,0.618000,0.164846,0.017492,0.000000,3.141593,0.034651,0.023258
0.016415,-0.000658,-6795364572.761345,0.707105,-0.999599,-6795364572.661345,-0.021591,0.036105,1.000000,-0.000074,0.000000,-1.121714,-0.002082,0.000000,-1.121006,0.000000,0.081000,0.000277,1.000000,0.706963,0.144519,18.150002,-6795364572.661345,0.000000,385.498688,0.029553,0.342265,-6795364572.711345,-0.784478,1.000346,1.000000,0.000000,0.001712,0.000000,-0.002824,-0.765506,0.028443,0.006877,-0.011371,0.644398,0.707107,0.707250,-0.000074,-0.000071,0.023763,-0.002314,0.707253,0.000000,0.338000,0.706960,0.429802,359.999997,0.030764,9.000000,0.023286,0.000305,0.009053,446.437256,-0.078589,0.045944,0.047934,0.338000,11.799999,3.656347,0.000000,0.638345,0.132986,0.018747,0.000000,3.141593,0.036105,0.029553
0.018054,-0.000658,-6795364572.661345,0.707105,-1.000286,-6795364572.661345,-0.013882,0.037657,1.000000,-0.000084,0.000000,-1.121714,-0.002142,0.000000,-1.122288,0.000000,0.338000,0.000307,1.000000,0.706946,0.141999,18.150002,-6795364572.611345,0.000000,385.498688,0.029553,0.342265,-6795364572.661345,-0.784478,1.000370,1.000000,0.000000,0.001652,0.000000,-0.002759,-0.774407,0.031634,0.006226,-0.017428,0.644398,0.707107,0.707268,-0.000084,-0.000100,0.026666,-0.002460,0.707271,0.000000,0.338000,0.706942,0.404370,359.999999,0.033841,9.000000,0.026131,0.000334,0.009053,446.456696,-0.067603,0.045944,0.048402,0.338000,11.799999,3.813449,0.000000,0.621815,0.125763,0.020209,0.000000,3.141593,0.036105,0.029553
0.019862,-0.000592,-6795364572.661345,0.707105,-1.000292,-6795364572.561345,-0.006975,0.037657,1.000000,-0.000090,0.000000,-1.121714,-0.002561,0.000000,-1.121942,0.000000,0.338000,0.000337,1.000000,0.706935,0.143958,18.150002,-6795364572.561345,0.000000,383.858276,0.040342,0.342265,-6795364572.611345,-0.784478,1.000362,1.000000,0.000000,0.001755,0.000000,-0.002757,-0.780765,0.034705,0.006185,-0.017305,0.644398,0.707107,0.707279,-0.000092,-0.000022,0.028453,-0.002528,0.707282,0.000000,0.569000,0.706931,0.378938,360.000000,0.036890,9.000000,0.027882,0.000365,0.009053,446.456696,-0.046446,0.045944,0.049033,0.569000,11.799999,3.813449,0.000000,0.625629,0.140422,0.022273,0.000000,3.141593,0.037657,0.040342
0.020863,-0.000592,-6795364572.561345,0.707105,-0.999533,-6795364572.561345,-0.028252,0.043696,1.000000,-0.000104,0.000000,-1.121714,-0.002096,0.000000,-1.120762,0.000000,0.569000,0.000361,1.000000,0.706918,0.148755,18.150002,-6795364572.511345,0.000000,383.858276,0.040342,0.342265,-6795364572.561345,-0.784478,1.000247,1.000000,0.000000,0.001697,0.000000,-0.002671,-0.747703,0.037566,0.006043,-0.013544,0.644398,0.707107,0.707295,-0.000103,-0.000139,0.031162,-0.002631,0.707299,0.000000,0.569000,0.706914,0.415815,0.000000,0.039789,9.000000,0.030537,0.000387,0.009053,446.515045,-0.065595,0.045944,0.048036,0.569000,11.799999,4.425064,0.000000,0.629444,0.126236,0.022971,0.000000,3.141593,0.037657,0.040342
0.021149,-0.000592,-6795364572.561345,0.707105,-0.999777,-6795364572.561345,-0.036498,0.043696,1.000000,-0.000115,0.000000,-1.121714,-0.002788,0.000000,-1.121453,0.000000,0.569000,0.000383,1.000000,0.706897,0.117463,18.150002,-6795364572.461345,0.000000,383.858276,0.040342,0.342265,-6795364572.511345,-0.784478,1.000210,1.000000,0.000000,0.001649,0.000000,-0.002712,-0.745160,0.040877,0.007406,-0.021798,0.644398,0.707107,0.707316,-0.000122,0.000199,0.034612,-0.001816,0.707320,0.000000,0.569000,0.706893,0.429802,0.000003,0.042408,9.000000,0.033919,0.000408,0.009053,446.515045,-0.081508,0.045944,0.049399,0.569000,11.799999,4.425064,0.000000,0.615457,0.149722,0.023721,0.000000,3.141593,0.043696,0.040342
0.022545,-0.000533,-6795364572.561345,0.707105,-1.000990,-6795364572.451345,-0.023548,0.042839,1.000000,-0.000127,0.000000,-1.121714,-0.002365,0.000000,-1.123325,0.000000,0.569000,0.000411,1.000000,0.706886,0.115838,18.150002,-6795364572.411345,0.000000,381.233612,0.064535,0.342265,-6795364572.461345,-0.784478,1.000340,1.000000,0.000000,0.001577,0.000000,-0.002659,-0.766778,0.044007,0.006714,-0.031993,0.644398,0.707107,0.707327,-0.000133,0.000147,0.036429,-0.002012,0.707331,0.000000,1.250000,0.706882,0.377667,0.000001,0.045443,9.000000,0.035699,0.000434,0.009053,446.515045,-0.050196,0.045944,0.048463,1.250000,11.799999,4.338298,0.000000,0.606555,0.139676,0.024888,0.000000,3.141593,0.043696,0.064535
0.023503,-0.000480,-6795364572.451345,0.707104,-1.001200,-6795364572.361345,-0.027746,0.042839,1.000000,-0.000145,0.000000,-1.121714,-0.003590,0.000000,-1.123000,0.000000,1.250000,0.000443,1.000000,0.706876,0.144064,18.150002,-6795364572.361345,0.000000,380.577454,0.075185,0.342265,-6795364572.411345,-0.784478,1.000435,1.000000,0.000000,0.002035,0.000000,-0.002804,-0.755333,0.048290,0.005656,-0.056958,0.644398,0.707107,0.707337,-0.000153,0.000257,0.038183,-0.002729,0.707342,0.000000,0.597000,0.706871,0.389111,359.999995,0.050204,9.000000,0.037416,0.000475,0.009053,446.515045,-0.049653,0.045944,0.050620,0.597000,11.799999,4.338298,0.000000,0.574765,0.185710,0.026748,0.000000,3.141593,0.042839,0.075185
0.025829,-0.000480,-6795364572.361345,0.707104,-0.999894,-6795364572.361345,-0.018441,0.049782,1.000000,-0.000156,0.000000,-1.121714,-0.002820,0.000000,-1.120884,0.000000,0.597000,0.000478,1.000000,0.706861,0.171039,18.150002,-6795364572.311345,0.000000,380.577454,0.075185,0.342265,-6795364572.361345,-0.784478,1.000325,1.000000,0.000000,0.002097,0.000000,-0.002773,-0.770592,0.051614,0.005249,-0.028217,0.644398,0.707107,0.707352,-0.000159,-0.000014,0.040623,-0.003187,0.707357,0.000000,0.597000,0.706856,0.412000,0.000000,0.054001,9.000000,0.039808,0.000510,0.009053,446.582031,-0.064127,0.045944,0.048708,0.597000,11.799999,5.041310,0.000000,0.625629,0.168823,0.028690,0.000000,3.141593,0.042839,0.075185
0.027478,-0.000432,-6795364572.361345,0.707104,-1.000089,-6795364572.261345,-0.024264,0.049782,1.000000,-0.000164,0.000000,-1.121714,-0.003098,0.000000,-1.121779,0.000000,0.597000,0.000510,1.000000,0.706856,0.149193,18.150002,-6795364572.261345,0.000000,379.593170,0.079061,0.342265,-6795364572.311345,-0.784478,1.000310,1.000000,0.000000,0.002000,0.000000,-0.002817,-0.757876,0.055142,0.006673,-0.022830,0.644398,0.707107,0.707357,-0.000171,0.000159,0.041453,-0.002441,0.707362,0.000000,0.269000,0.706851,0.361136,0.000001,0.057022,9.000000,0.040622,0.000540,0.009053,446.582031,-0.032896,0.045944,0.049562,0.269000,11.799999,5.041310,0.000000,0.623086,0.174904,0.030427,0.000000,3.141593,0.049782,0.079061
0.030771,-0.000432,-6795364572.261345,0.707104,-1.000623,-6795364572.261345,0.006842,0.037760,1.000000,-0.000165,0.000000,-1.121714,-0.003239,0.000000,-1.122532,0.000000,0.269000,0.000556,1.000000,0.706851,0.117499,18.150002,-6795364572.211345,0.000000,379.593170,0.079061,0.342265,-6795364572.261345,-0.784478,1.000364,1.000000,0.000000,0.001850,0.000000,-0.002865,-0.804926,0.059308,0.007324,-0.045753,0.644398,0.707107,0.707362,-0.000176,0.000400,0.042309,-0.001815,0.707368,0.000000,0.269000,0.706846,0.373852,0.000001,0.060471,9.000000,0.041461,0.000582,0.009053,446.486938,-0.033706,0.045944,0.049684,0.269000,11.799999,3.823901,0.000000,0.587481,0.182289,0.033802,0.000000,3.141593,0.049782,0.079061
0.033323,-0.000388,-6795364572.261345,0.707105,-1.001109,-6795364572.161345,-0.008041,0.037760,1.000000,-0.000170,0.000000,-1.121714,-0.002836,0.000000,-1.123081,0.000000,0.269000,0.000593,1.000000,0.706836,0.096473,18.150002,-6795364572.151345,0.000000,378.280853,0.086080,0.342265,-6795364572.211345,-0.784478,1.000459,1.000000,0.000000,0.001634,0.000000,-0.002845,-0.770592,0.062823,0.007487,-0.039231,0.644398,0.707107,0.707378,-0.000182,0.000443,0.044844,-0.001528,0.707383,0.000000,0.430000,0.706830,0.406913,359.999999,0.063495,9.000000,0.043947,0.000614,0.009053,446.486938,-0.056368,0.045944,0.048992,0.430000,11.799999,3.823901,0.000000,0.605284,0.168303,0.036023,0.000000,3.141593,0.037760,0.086080
0.035846,-0.000388,-6795364572.161345,0.707105,-1.000739,-6795364572.161345,-0.004478,0.043672,1.000000,-0.000171,0.000000,-1.121714,-0.002368,0.000000,-1.122288,0.000000,0.430000,0.000621,1.000000,0.706826,0.116572,18.150002,-6795364572.111345,0.000000,378.280853,0.086080,0.342265,-6795364572.151345,-0.784478,1.000471,1.000000,0.000000,0.001616,0.000000,-0.002777,-0.782037,0.064738,0.006287,-0.031122,0.644398,0.707107,0.707387,-0.000179,0.000178,0.046395,-0.002187,0.707393,0.000000,0.430000,0.706820,0.404370,0.000001,0.065774,9.000000,0.045467,0.000641,0.009053,446.544220,-0.061198,0.045944,0.048402,0.430000,11.799999,4.422600,0.000000,0.614185,0.145386,0.038038,0.000000,3.141593,0.037760,0.086080
0.037737,-0.000350,-6795364572.161345,0.707105,-0.999221,-6795364572.061345,-0.006084,0.043672,1.000000,-0.000179,0.000000,-1.121714,-0.002882,0.000000,-1.119989,0.000000,0.430000,0.000652,1.000000,0.706813,0.127660,18.150002,-6795364572.061345,0.000000,377.296600,0.098098,0.342265,-6795364572.111345,-0.784478,1.000281,1.000000,0.000000,0.001771,0.000000,-0.002810,-0.778222,0.067874,0.006389,-0.042030,0.644398,0.707107,0.707400,-0.000186,0.000195,0.048627,-0.002309,0.707406,0.000000,0.687000,0.706807,0.404370,360.000000,0.069068,9.000000,0.047653,0.000674,0.009053,446.544220,-0.063172,0.045944,0.049359,0.687000,11.799999,4.422600,0.000000,0.595111,0.159283,0.040168,0.000000,3.141593,0.043672,0.098098
0.039983,-0.000350,-6795364572.061345,0.707104,-1.000661,-6795364572.061345,-0.003770,0.042816,1.000000,-0.000191,0.000000,-1.121714,-0.003275,0.000000,-1.123020,0.000000,0.687000,0.000690,1.000000,0.706804,0.162940,18.150002,-6795364572.011345,0.000000,377.296600,0.098098,0.342265,-6795364572.061345,-0.784478,1.000381,1.000000,0.000000,0.002110,0.000000,-0.002873,-0.782037,0.071898,0.005188,-0.056630,0.644398,0.707107,0.707409,-0.000197,0.000100,0.050065,-0.003110,0.707415,0.000000,0.687000,0.706798,0.381481,359.999997,0.073718,9.000000,0.049062,0.000719,0.009053,446.544220,-0.048214,0.045944,0.049867,0.687000,11.799999,4.335883,0.000000,0.579852,0.179065,0.042765,0.000000,3.141593,0.043672,0.098098
0.041761,-0.000315,-6795364572.061345,0.707103,-0.999656,-6795364571.961345,-0.020169,0.042816,1.000000,-0.000204,0.000000,-1.121714,-0.003262,0.000000,-1.120721,0.000000,0.687000,0.000726,1.000000,0.706790,0.166024,18.150002,-6795364571.961345,0.000000,375.656189,0.108476,0.342265,-6795364572.011345,-0.784478,1.000265,1.000000,0.000000,0.002164,0.000000,-0.002911,-0.757876,0.075829,0.005860,-0.042276,0.644398,0.707107,0.707423,-0.000211,0.000115,0.052363,-0.002920,0.707429,0.000000,0.617000,0.706784,0.414543,359.999999,0.077632,9.000000,0.051313,0.000754,0.009053,446.544220,-0.065985,0.045944,0.049562,0.617000,11.799999,4.335883,0.000000,0.605284,0.184596,0.044619,0.000000,3.141593,0.042816,0.108476
0.044083,-0.000315,-6795364571.961345,0.707104,-0.998557,-6795364571.961345,-0.010812,0.041976,1.000000,-0.000217,0.000000,-1.121714,-0.002719,0.000000,-1.119480,0.000000,0.617000,0.000764,1.000000,0.706776,0.170645,18.150002,-6795364571.911345,0.000000,375.656189,0.108476,0.342265,-6795364571.961345,-0.784478,1.000047,1.000000,0.000000,0.002069,0.000000,-0.002869,-0.778222,0.079759,0.005615,-0.042598,0.644398,0.707107,0.707437,-0.000221,-0.000037,0.054673,-0.003009,0.707444,0.000000,0.617000,0.706769,0.408185,0.000000,0.081576,9.000000,0.053578,0.000790,0.009053,446.544220,-0.067167,0.045944,0.048647,0.617000,11.799999,4.250865,0.000000,0.598926,0.164602,0.046494,0.000000,3.141593,0.042816,0.108476
0.046015,-0.000283,-6795364571.961345,0.707104,-1.000089,-6795364571.861345,-0.009646,0.041976,1.000000,-0.000228,0.000000,-1.121714,-0.002417,0.000000,-1.122471,0.000000,0.617000,0.000798,1.000000,0.706767,0.164359,18.150002,-6795364571.861345,0.000000,375.000031,0.116587,0.342265,-6795364571.911345,-0.784478,1.000117,1.000000,0.000000,0.001917,0.000000,-0.002811,-0.775679,0.083343,0.005982,-0.035383,0.644398,0.707107,0.707445,-0.000231,-0.000111,0.056093,-0.002822,0.707452,0.000000,0.514000,0.706761,0.384025,360.000000,0.084962,9.000000,0.054970,0.000820,0.009053,446.544220,-0.050281,0.045944,0.048545,0.514000,11.799999,4.250865,0.000000,0.610370,0.146305,0.048022,0.000000,3.141593,0.041976,0.116587
0.048184,-0.000283,-6795364571.861345,0.707104,-1.000260,-6795364571.861345,0.003171,0.045546,1.000000,-0.000241,0.000000,-1.121714,-0.002706,0.000000,-1.121982,0.000000,0.514000,0.000839,1.000000,0.706761,0.163166,18.150002,-6795364571.811345,0.000000,375.000031,0.116587,0.342265,-6795364571.861345,-0.784478,1.000139,1.000000,0.000000,0.001947,0.000000,-0.002813,-0.793481,0.087826,0.005860,-0.057304,0.644398,0.707107,0.707452,-0.000245,-0.000066,0.057199,-0.002840,0.707459,0.000000,0.514000,0.706754,0.381481,360.000000,0.089331,9.000000,0.056053,0.000861,0.009053,446.582031,-0.044521,0.045944,0.049135,0.514000,11.799999,4.612397,0.000000,0.576037,0.152398,0.050269,0.000000,3.141593,0.041976,0.116587
0.049108,-0.000255,-6795364571.861345,0.707104,-0.999810,-6795364571.761345,-0.023298,0.045546,1.000000,-0.000262,0.000000,-1.121714,-0.002496,0.000000,-1.121209,0.000000,0.514000,0.000867,1.000000,0.706753,0.192427,18.150002,-6795364571.761345,0.000000,374.343842,0.123075,0.342265,-6795364571.811345,-0.784478,1.000087,1.000000,0.000000,0.002087,0.000000,-0.002772,-0.750247,0.091486,0.004680,-0.043134,0.644398,0.707107,0.707460,-0.000262,-0.000287,0.058496,-0.003577,0.707467,0.000000,0.441000,0.706746,0.391654,0.000001,0.093504,9.000000,0.057325,0.000892,0.009053,446.582031,-0.048826,0.045944,0.048626,0.441000,11.799999,4.612397,0.000000,0.605284,0.145837,0.051043,0.000000,3.141593,0.045546,0.123075
0.050326,-0.000255,-6795364571.761345,0.707103,-0.999210,-6795364571.761345,-0.014444,0.051557,1.000000,-0.000284,0.000000,-1.121714,-0.002541,0.000000,-1.120457,0.000000,0.441000,0.000902,1.000000,0.706740,0.211035,18.150002,-6795364571.711345,0.000000,374.343842,0.123075,0.342265,-6795364571.761345,-0.784478,0.999973,1.000000,0.000000,0.002201,0.000000,-0.002751,-0.774407,0.095905,0.004639,-0.048083,0.644398,0.707107,0.707472,-0.000282,-0.000403,0.060571,-0.003819,0.707480,0.000000,0.441000,0.706733,0.412000,0.000000,0.098207,9.000000,0.059358,0.000928,0.009053,446.641449,-0.064884,0.045944,0.048769,0.441000,11.799999,5.221059,0.000000,0.591296,0.145728,0.052236,0.000000,3.141593,0.045546,0.123075
0.051428,-0.000229,-6795364571.761345,0.707104,-0.999085,-6795364571.661345,-0.016289,0.051557,1.000000,-0.000294,0.000000,-1.121714,-0.002743,0.000000,-1.120518,0.000000,0.441000,0.000932,1.000000,0.706725,0.172726,18.150002,-6795364571.661345,0.000000,374.015747,0.125253,0.342265,-6795364571.711345,-0.784478,0.999879,1.000000,0.000000,0.002015,0.000000,-0.002759,-0.768049,0.099555,0.006511,-0.027042,0.644398,0.707107,0.707488,-0.000297,-0.000117,0.063153,-0.002726,0.707496,0.000000,0.232000,0.706717,0.422173,0.000001,0.101018,9.000000,0.061888,0.000953,0.009053,446.641449,-0.075870,0.045944,0.049074,0.232000,11.799999,5.221059,0.000000,0.623086,0.153817,0.053476,0.000000,3.141593,0.051557,0.125253
0.053670,-0.000229,-6795364571.661345,0.707104,-0.999775,-6795364571.661345,0.003752,0.050546,1.000000,-0.000290,0.000000,-1.121714,-0.002888,0.000000,-1.121677,0.000000,0.232000,0.000960,1.000000,0.706713,0.143140,18.150002,-6795364571.611345,0.000000,374.015747,0.125253,0.342265,-6795364571.661345,-0.784478,0.999898,1.000000,0.000000,0.001883,0.000000,-0.002778,-0.797296,0.101993,0.006714,-0.019570,0.644398,0.707107,0.707500,-0.000299,0.000116,0.065096,-0.002276,0.707508,0.000000,0.232000,0.706705,0.400555,0.000001,0.102815,9.000000,0.063794,0.000979,0.009053,446.641449,-0.064139,0.045944,0.049257,0.232000,11.799999,5.118686,0.000000,0.625629,0.161988,0.055836,0.000000,3.141593,0.051557,0.125253
0.055568,-0.000206,-6795364571.661345,0.707104,-1.000194,-6795364571.561345,-0.005501,0.050546,1.000000,-0.000287,0.000000,-1.121714,-0.002910,0.000000,-1.122023,0.000000,0.232000,0.000980,1.000000,0.706698,0.145170,18.150002,-6795364571.561345,0.000000,373.687683,0.132068,0.342265,-6795364571.611345,-0.784478,0.999946,1.000000,0.000000,0.001916,0.000000,-0.002792,-0.775679,0.103287,0.006063,-0.009521,0.644398,0.707107,0.707515,-0.000295,0.000124,0.067649,-0.002549,0.707523,0.000000,0.466000,0.706689,0.424716,0.000000,0.104124,9.000000,0.066295,0.000999,0.009053,446.641449,-0.077104,0.045944,0.049237,0.466000,11.799999,5.118686,0.000000,0.635802,0.165274,0.057763,0.000000,3.141593,0.050546,0.132068
0.057178,-0.000206,-6795364571.561345,0.707104,-0.999704,-6795364571.561345,-0.011857,0.046040,1.000000,-0.000288,0.000000,-1.121714,-0.003411,0.000000,-1.121006,0.000000,0.466000,0.001003,1.000000,0.706680,0.154003,18.150002,-6795364571.511345,0.000000,373.687683,0.132068,0.342265,-6795364571.561345,-0.784478,0.999901,1.000000,0.000000,0.002101,0.000000,-0.002876,-0.770592,0.105330,0.005860,-0.024221,0.644398,0.707107,0.707532,-0.000298,0.000200,0.070470,-0.002753,0.707541,0.000000,0.466000,0.706672,0.427259,359.999999,0.106302,9.000000,0.069060,0.001025,0.009053,446.611206,-0.083472,0.045944,0.049989,0.466000,11.799999,4.662413,0.000000,0.610370,0.186438,0.059764,0.000000,3.141593,0.050546,0.132068
0.059268,-0.000186,-6795364571.561345,0.707104,-1.000294,-6795364571.461345,-0.010023,0.046040,1.000000,-0.000295,0.000000,-1.121714,-0.002859,0.000000,-1.122227,0.000000,0.466000,0.001036,1.000000,0.706670,0.141984,18.099998,-6795364571.461345,0.000000,374.015747,0.136207,0.342265,-6795364571.511345,-0.784478,0.999965,1.000000,0.000000,0.001929,0.000000,-0.002850,-0.775679,0.108578,0.006551,-0.045587,0.644398,0.707107,0.707543,-0.000305,0.000176,0.072209,-0.002389,0.707551,0.000000,0.339000,0.706661,0.394197,359.999999,0.109245,9.000000,0.070764,0.001053,0.009053,446.611206,-0.062943,0.045944,0.048911,0.339000,11.799999,4.662413,0.000000,0.587481,0.170556,0.061494,0.000000,3.141593,0.046040,0.136207
0.060849,-0.000186,-6795364571.461345,0.707104,-0.999234,-6795364571.461345,-0.013019,0.046518,1.000000,-0.000296,0.000000,-1.121714,-0.003112,0.000000,-1.120212,0.000000,0.339000,0.001060,1.000000,0.706662,0.118927,18.099998,-6795364571.411345,0.000000,374.015747,0.136207,0.342265,-6795364571.461345,-0.784478,0.999847,1.000000,0.000000,0.001820,0.000000,-0.002888,-0.770592,0.110910,0.007141,-0.033356,0.644398,0.707107,0.707550,-0.000310,0.000353,0.073521,-0.001902,0.707560,0.000000,0.339000,0.706653,0.392926,0.000000,0.111069,9.000000,0.072051,0.001075,0.009053,446.623077,-0.055102,0.045944,0.049501,0.339000,11.799999,4.710814,0.000000,0.614185,0.176077,0.063153,0.000000,3.141593,0.046040,0.136207
