E2,A1,GPSTrueCourse,C2,WValid,SmoothGroundSpeed,GPSFixQuality,TW,EGPS2,B3,W2,Pitch,C1,GPSHorizontalAccuracy,H1,RollGyr,needsInitialization,D3,HeadingGPS,EGyr3,gLoad,Z2,W3a,B2,GPSNACp,GPSAltitudeMSL,TWa,Roll,W1,A2,W1a,staticMode,PitchGyr,W2a,EGPS0,B1,M2,W3,T,E3,A3,M1,Heading,D1,BaroVerticalSpeed,RollGPS,HeadingGyr,BaroPressureAltitude,PitchGPS,C3,SmoothW1,M3,D2,slipSkid,turnRate,Z1,headingValid,EGPS3,Ta,H3,headingMag,EGyr2,EGyr0,GroundSpeed,SmoothW2,EGPS1,E0,EGyr1,H2,E1,Z3,GPSVerticalAccuracy
0.000452,0.005982,0.000000,0.045944,1.000000,0.263105,1.000000,-6795364508.461345,0.000560,0.408185,0.303000,0.191648,0.009053,6.150000,0.028889,0.265890,0.000000,0.342265,360.000000,0.706431,0.995939,-0.003913,-0.056441,0.610370,10.000000,364.829407,-6795364508.561345,0.265355,0.000000,0.049745,0.000000,1.000000,0.192531,0.136000,0.707103,-0.816370,0.000000,-0.055334,-6795364508.451345,0.706445,-1.116733,0.000000,0.107254,-0.784478,-5.603614,0.239150,0.109443,446.990417,0.148320,-1.121714,0.000000,0.000000,0.644398,-0.003825,-0.000000,-0.002571,0.000000,0.707107,-6795364508.501345,-0.059534,3.141593,0.000450,0.707776,0.303000,0.263105,0.002391,0.707763,0.002829,-0.026201,0.002820,-0.995720,12.500000
0.000454,0.005412,0.000000,0.045944,1.000000,0.263105,1.000000,-6795364508.461345,0.000268,0.368765,0.303000,0.191946,0.009053,6.150000,0.034398,0.267081,0.000000,0.342265,0.000002,0.706433,0.995941,-0.003420,-0.055334,0.630716,10.000000,364.829407,-6795364508.461345,0.265928,0.000000,0.049359,0.000000,1.000000,0.192473,0.303000,0.707103,-0.821457,0.000000,-0.055334,-6795364508.401345,0.706447,-1.117059,0.000000,0.106925,-0.784478,-5.603614,0.209480,0.109107,446.990417,0.166071,-1.121714,0.000000,0.000000,0.644398,-0.003765,-0.000000,-0.003019,0.000000,0.707107,-6795364508.451345,-0.036995,3.141593,0.000458,0.707774,0.303000,0.263105,0.002317,0.707761,0.002836,-0.016671,0.002826,-0.995885,12.500000
0.000446,0.005982,0.000000,0.045944,1.000000,0.262683,1.000000,-6795364508.361345,0.000105,0.362407,0.242000,0.192997,0.009053,6.150000,0.029849,0.267425,0.000000,0.342265,0.000000,0.706438,0.995966,-0.002897,-0.055334,0.602741,10.000000,364.829407,-6795364508.461345,0.265666,0.000000,0.048769,0.000000,1.000000,0.193617,0.303000,0.707104,-0.812555,0.000000,-0.055504,-6795364508.351345,0.706452,-1.117344,0.000000,0.106094,-0.784478,-5.620850,0.179501,0.108259,446.979614,0.162528,-1.121714,0.000000,0.000000,0.644398,-0.003657,-0.000000,-0.002799,0.000000,0.707107,-6795364508.401345,-0.026538,3.141593,0.000453,0.707769,0.242000,0.262683,0.002111,0.707755,0.002845,-0.033560,0.002831,-0.996100,12.500000
0.000446,0.005941,0.000000,0.045944,1.000000,0.262683,1.000000,-6795364508.361345,0.000035,0.381481,0.242000,0.192185,0.009053,6.150000,0.025721,0.266958,0.000000,0.342265,360.000000,0.706441,0.995854,-0.002766,-0.055504,0.661234,10.000000,364.829407,-6795364508.361345,0.264925,0.000000,0.048748,0.000000,1.000000,0.192848,0.242000,0.707104,-0.808741,0.000000,-0.055504,-6795364508.301345,0.706454,-1.115838,0.000000,0.105688,-0.784478,-5.620850,0.165328,0.107845,446.979614,0.159628,-1.121714,0.000000,0.000000,0.644398,-0.003563,-0.000000,-0.002751,0.000000,0.707107,-6795364508.351345,-0.035043,3.141593,0.000455,0.707766,0.242000,0.262683,0.002005,0.707753,0.002838,0.002831,0.002821,-0.995225,12.500000
0.000447,0.005493,0.000000,0.045944,1.000000,0.262689,1.000000,-6795364508.261345,0.000198,0.366222,0.263000,0.191773,0.009053,6.150000,0.019223,0.265890,0.000000,0.342265,359.999999,0.706446,0.995861,-0.003775,-0.055504,0.640889,10.000000,365.157501,-6795364508.361345,0.264605,0.000000,0.050478,0.000000,1.000000,0.192225,0.242000,0.707103,-0.801111,0.000000,-0.048893,-6795364508.251345,0.706459,-1.116977,0.000000,0.104920,-0.784478,-4.951349,0.201662,0.107061,447.027161,0.169607,-1.121714,0.000000,0.000000,0.644398,-0.003629,-0.000000,-0.003022,0.000000,0.707107,-6795364508.301345,-0.027463,3.141593,0.000452,0.707761,0.263000,0.262689,0.002291,0.707748,0.002827,-0.000919,0.002817,-0.995715,12.500000
0.000448,0.005046,0.000000,0.045944,1.000000,0.262689,1.000000,-6795364508.261345,0.000113,0.396741,0.263000,0.191729,0.009053,6.150000,0.026002,0.265913,0.000000,0.342265,359.999999,0.706445,0.995901,-0.003599,-0.048893,0.640889,10.000000,365.157501,-6795364508.261345,0.264703,0.000000,0.049725,0.000000,1.000000,0.191821,0.263000,0.707103,-0.813827,0.000000,-0.048893,-6795364508.201345,0.706458,-1.117384,0.000000,0.105105,-0.784478,-4.951349,0.205391,0.107250,447.027161,0.187138,-1.121714,0.000000,0.000000,0.644398,-0.003620,-0.000000,-0.003384,0.000000,0.707107,-6795364508.251345,-0.046605,3.141593,0.000455,0.707763,0.263000,0.262689,0.002422,0.707749,0.002825,-0.001170,0.002817,-0.996094,12.500000
0.000442,0.005432,0.000000,0.045944,1.000000,0.258435,1.000000,-6795364508.151345,0.000199,0.373852,0.050000,0.192507,0.009053,6.150000,0.016589,0.265538,0.000000,0.342265,360.000000,0.706446,0.996006,-0.003919,-0.048893,0.618000,10.000000,365.157501,-6795364508.261345,0.264614,0.000000,0.050356,0.000000,1.000000,0.192616,0.263000,0.707102,-0.797296,0.000000,-0.050068,-6795364508.151345,0.706460,-1.118137,0.000000,0.104815,-0.784478,-5.070353,0.219328,0.106954,447.008789,0.187146,-1.121714,0.000000,0.000000,0.644398,-0.003665,-0.000000,-0.003256,0.000000,0.707107,-6795364508.201345,-0.036901,3.141593,0.000447,0.707761,0.050000,0.258435,0.002508,0.707748,0.002828,-0.017910,0.002821,-0.996694,12.500000
0.000434,0.005046,0.000000,0.045944,1.000000,0.258435,1.000000,-6795364508.151345,-0.000061,0.406913,0.050000,0.193015,0.009053,6.150000,0.016252,0.265436,0.000000,0.342265,0.000001,0.706442,0.995998,-0.002966,-0.050068,0.635802,10.000000,365.157501,-6795364508.151345,0.263832,0.000000,0.048626,0.000000,1.000000,0.192971,0.050000,0.707103,-0.801111,0.000000,-0.050068,-6795364508.101345,0.706455,-1.117059,0.000000,0.105496,-0.784478,-5.070353,0.185199,0.107649,447.008789,0.195139,-1.121714,0.000000,0.000000,0.644398,-0.003555,-0.000000,-0.003452,0.000000,0.707107,-6795364508.151345,-0.056625,3.141593,0.000445,0.707765,0.050000,0.258435,0.002347,0.707752,0.002829,-0.009533,0.002819,-0.996157,12.500000
0.000426,0.004456,0.000000,0.045944,1.000000,0.258507,1.000000,-6795364508.061345,-0.000170,0.400555,0.262000,0.193881,0.009053,6.150000,0.021527,0.264918,0.000000,0.342265,0.000000,0.706437,0.996084,-0.003275,-0.050068,0.633259,10.000000,365.157501,-6795364508.151345,0.263367,0.000000,0.049623,0.000000,1.000000,0.193451,0.050000,0.707102,-0.808741,0.000000,-0.055990,-6795364508.051345,0.706451,-1.118076,0.000000,0.106240,-0.784478,-5.670043,0.187337,0.108408,446.949371,0.214860,-1.121714,0.000000,0.000000,0.644398,-0.003542,-0.000000,-0.003885,0.000000,0.707107,-6795364508.101345,-0.058211,3.141593,0.000438,0.707770,0.262000,0.258507,0.002482,0.707756,0.002829,-0.008981,0.002822,-0.996652,12.500000
0.000423,0.004842,0.000000,0.045944,1.000000,0.258507,1.000000,-6795364508.061345,-0.000119,0.366222,0.262000,0.193928,0.009053,6.150000,0.016189,0.264182,0.000000,0.342265,360.000000,0.706440,0.996036,-0.003492,-0.055990,0.658691,10.000000,365.157501,-6795364508.061345,0.262835,0.000000,0.049766,0.000000,1.000000,0.193473,0.262000,0.707102,-0.798568,0.000000,-0.055990,-6795364508.001345,0.706454,-1.116652,0.000000,0.105775,-0.784478,-5.670043,0.196845,0.107933,446.949371,0.216120,-1.121714,0.000000,0.000000,0.644398,-0.003548,-0.000000,-0.003766,0.000000,0.707107,-6795364508.051345,-0.033889,3.141593,0.000434,0.707767,0.262000,0.258507,0.002548,0.707754,0.002824,0.007989,0.002819,-0.995918,12.500000
0.000428,0.005676,0.000000,0.045944,1.000000,0.261677,1.000000,-6795364507.961345,-0.000035,0.385296,0.417000,0.193346,0.009053,6.150000,0.037621,0.264723,0.000000,0.342265,359.999999,0.706441,0.996070,-0.003219,-0.055990,0.656148,10.000000,365.157501,-6795364508.061345,0.263201,0.000000,0.049257,0.000000,1.000000,0.193326,0.262000,0.707103,-0.831629,0.000000,-0.049369,-6795364507.951345,0.706455,-1.117527,0.000000,0.105626,-0.784478,-4.999578,0.188628,0.107781,446.996918,0.194254,-1.121714,0.000000,0.000000,0.644398,-0.003504,-0.000000,-0.003215,0.000000,0.707107,-6795364508.001345,-0.040192,3.141593,0.000438,0.707766,0.417000,0.261677,0.002363,0.707753,0.002827,0.011847,0.002818,-0.996235,12.500000
0.000441,0.006348,0.000000,0.045944,1.000000,0.261677,1.000000,-6795364507.961345,0.000256,0.378938,0.417000,0.192299,0.009053,6.150000,0.042306,0.265323,0.000000,0.342265,0.000002,0.706443,0.996037,-0.003701,-0.049369,0.651062,10.000000,365.157501,-6795364507.961345,0.264128,0.000000,0.050132,0.000000,1.000000,0.192874,0.417000,0.707103,-0.829086,0.000000,-0.049369,-6795364507.901345,0.706456,-1.116774,0.000000,0.105362,-0.784478,-4.999578,0.205622,0.107512,446.996918,0.164074,-1.121714,0.000000,0.000000,0.644398,-0.003546,-0.000000,-0.002627,0.000000,0.707107,-6795364507.951345,-0.037767,3.141593,0.000444,0.707764,0.417000,0.261677,0.002281,0.707751,0.002828,0.009265,0.002817,-0.995886,12.500000
0.000436,0.005310,0.000000,0.045944,1.000000,0.261443,1.000000,-6795364507.861345,0.000209,0.362407,0.250000,0.193055,0.009053,6.150000,0.024212,0.265344,0.000000,0.342265,0.000000,0.706448,0.995827,-0.003617,-0.049369,0.606555,10.000000,365.157501,-6795364507.961345,0.264188,0.000000,0.049684,0.000000,1.000000,0.193448,0.417000,0.707103,-0.801111,0.000000,-0.048401,-6795364507.851345,0.706461,-1.114780,0.000000,0.104563,-0.784478,-4.901547,0.207563,0.106697,446.996918,0.173738,-1.121714,0.000000,0.000000,0.644398,-0.003552,-0.000000,-0.003088,0.000000,0.707107,-6795364507.901345,-0.026595,3.141593,0.000441,0.707759,0.250000,0.261443,0.002353,0.707746,0.002831,-0.023111,0.002822,-0.994523,12.500000
0.000437,0.006511,0.000000,0.045944,1.000000,0.261443,1.000000,-6795364507.861345,0.000394,0.381481,0.250000,0.193513,0.009053,6.150000,0.029359,0.265662,0.000000,0.342265,0.000001,0.706450,0.995890,-0.003825,-0.048401,0.615457,10.000000,365.157501,-6795364507.861345,0.264674,0.000000,0.050172,0.000000,1.000000,0.194350,0.250000,0.707103,-0.816370,0.000000,-0.048401,-6795364507.801345,0.706463,-1.117588,0.000000,0.104261,-0.784478,-4.901547,0.216305,0.106389,446.996918,0.152463,-1.121714,0.000000,0.000000,0.644398,-0.003589,-0.000000,-0.002492,0.000000,0.707107,-6795364507.851345,-0.036415,3.141593,0.000437,0.707757,0.250000,0.261443,0.002276,0.707744,0.002839,-0.026052,0.002828,-0.995882,12.500000
0.000445,0.005432,0.000000,0.045944,1.000000,0.257714,1.000000,-6795364507.761345,0.000200,0.358592,0.075000,0.192781,0.009053,6.150000,0.039054,0.266630,0.000000,0.342265,0.000001,0.706456,0.995846,-0.003307,-0.048401,0.659963,10.000000,365.157501,-6795364507.861345,0.265259,0.000000,0.049196,0.000000,1.000000,0.193331,0.250000,0.707103,-0.827815,0.000000,-0.049712,-6795364507.751345,0.706469,-1.116489,0.000000,0.103260,-0.784478,-5.034238,0.198104,0.105367,446.977448,0.165762,-1.121714,0.000000,0.000000,0.644398,-0.003540,-0.000000,-0.002979,0.000000,0.707107,-6795364507.801345,-0.022143,3.141593,0.000450,0.707751,0.075000,0.257714,0.002245,0.707738,0.002839,0.003538,0.002827,-0.995574,12.500000
0.000450,0.005615,0.000000,0.045944,1.000000,0.257714,1.000000,-6795364507.761345,0.000267,0.376395,0.075000,0.192625,0.009053,6.150000,0.035625,0.267046,0.000000,0.342265,0.000000,0.706460,0.995933,-0.003851,-0.049712,0.633259,10.000000,365.157501,-6795364507.761345,0.265993,0.000000,0.050376,0.000000,1.000000,0.193061,0.075000,0.707103,-0.818913,0.000000,-0.049712,-6795364507.701345,0.706473,-1.117873,0.000000,0.102716,-0.784478,-5.034238,0.214450,0.104812,446.977448,0.171239,-1.121714,0.000000,0.000000,0.644398,-0.003596,-0.000000,-0.003019,0.000000,0.707107,-6795364507.751345,-0.031026,3.141593,0.000454,0.707748,0.075000,0.257714,0.002380,0.707735,0.002840,-0.005752,0.002830,-0.996375,12.500000
0.000448,0.004639,0.000000,0.045944,1.000000,0.253500,1.000000,-6795364507.661345,0.000188,0.362407,0.047000,0.193683,0.009053,6.150000,0.030221,0.267509,0.000000,0.342265,359.999999,0.706465,0.995915,-0.004067,-0.049712,0.618000,10.000000,365.157501,-6795364507.761345,0.266721,0.000000,0.050417,0.000000,1.000000,0.193600,0.075000,0.707102,-0.812555,0.000000,-0.043214,-6795364507.651345,0.706478,-1.116794,0.000000,0.101857,-0.784478,-4.376240,0.228128,0.103936,447.024994,0.197713,-1.121714,0.000000,0.000000,0.644398,-0.003654,-0.000000,-0.003634,0.000000,0.707107,-6795364507.701345,-0.024310,3.141593,0.000453,0.707742,0.047000,0.253500,0.002628,0.707729,0.002846,-0.019612,0.002841,-0.995940,12.500000
0.000449,0.004476,0.000000,0.045944,1.000000,0.253500,1.000000,-6795364507.661345,0.000126,0.394197,0.047000,0.194390,0.009053,6.150000,0.029317,0.268194,0.000000,0.342265,359.999999,0.706464,0.995778,-0.004192,-0.043214,0.643432,10.000000,365.157501,-6795364507.661345,0.267579,0.000000,0.050457,0.000000,1.000000,0.193927,0.047000,0.707101,-0.813827,0.000000,-0.043214,-6795364507.601345,0.706477,-1.115431,0.000000,0.101968,-0.784478,-4.376240,0.237431,0.104049,447.024994,0.217054,-1.121714,0.000000,0.000000,0.644398,-0.003716,-0.000000,-0.003913,0.000000,0.707107,-6795364507.651345,-0.043807,3.141593,0.000456,0.707743,0.047000,0.253500,0.002804,0.707730,0.002852,-0.005072,0.002851,-0.994960,12.500000
0.000455,0.005310,0.000000,0.045944,1.000000,0.253790,1.000000,-6795364507.561345,0.000209,0.392926,0.268000,0.194724,0.009053,6.150000,0.036173,0.269396,0.000000,0.342265,360.000000,0.706462,0.995765,-0.004173,-0.043214,0.640889,10.000000,365.157501,-6795364507.661345,0.268796,0.000000,0.050417,0.000000,1.000000,0.194505,0.047000,0.707101,-0.824000,0.000000,-0.049145,-6795364507.551345,0.706475,-1.116672,0.000000,0.102325,-0.784478,-4.976830,0.239353,0.104413,446.966644,0.205452,-1.121714,0.000000,0.000000,0.644398,-0.003762,-0.000000,-0.003483,0.000000,0.707107,-6795364507.601345,-0.048897,3.141593,0.000460,0.707745,0.268000,0.253790,0.002745,0.707732,0.002863,-0.002525,0.002861,-0.995443,12.500000
0.000456,0.006714,0.000000,0.045944,1.000000,0.253790,1.000000,-6795364507.561345,0.000374,0.391654,0.268000,0.195009,0.009053,6.150000,0.031110,0.270360,0.000000,0.342265,359.999997,0.706459,0.995764,-0.003732,-0.049145,0.615457,10.000000,365.157501,-6795364507.561345,0.269395,0.000000,0.049725,0.000000,1.000000,0.195691,0.268000,0.707103,-0.813827,0.000000,-0.049145,-6795364507.501345,0.706472,-1.116815,0.000000,0.102743,-0.784478,-4.976830,0.222151,0.104840,446.966644,0.161508,-1.121714,0.000000,0.000000,0.644398,-0.003742,-0.000000,-0.002479,0.000000,0.707107,-6795364507.551345,-0.050206,3.141593,0.000458,0.707748,0.268000,0.253790,0.002367,0.707735,0.002876,-0.019585,0.002866,-0.995665,12.500000
0.000462,0.005737,0.000000,0.045944,1.000000,0.252634,1.000000,-6795364507.461345,0.000378,0.389111,0.196000,0.194131,0.009053,6.150000,0.018044,0.270305,0.000000,0.342265,359.999999,0.706458,0.995719,-0.003854,-0.049145,0.656148,10.000000,365.157501,-6795364507.561345,0.269337,0.000000,0.050111,0.000000,1.000000,0.194813,0.268000,0.707103,-0.797296,0.000000,-0.048181,-6795364507.451345,0.706471,-1.116306,0.000000,0.103017,-0.784478,-4.879245,0.221929,0.105120,446.966644,0.160651,-1.121714,0.000000,0.000000,0.644398,-0.003760,-0.000000,-0.002785,0.000000,0.707107,-6795364507.501345,-0.047561,3.141593,0.000463,0.707749,0.196000,0.252634,0.002361,0.707736,0.002871,0.003684,0.002860,-0.995420,12.500000
0.000462,0.005860,0.000000,0.045944,1.000000,0.252634,1.000000,-6795364507.461345,0.000223,0.373852,0.196000,0.193046,0.009053,6.150000,0.007979,0.269742,0.000000,0.342265,360.000000,0.706460,0.995612,-0.003237,-0.048181,0.653605,10.000000,365.157501,-6795364507.461345,0.268288,0.000000,0.049033,0.000000,1.000000,0.193700,0.196000,0.707103,-0.788395,0.000000,-0.048181,-6795364507.401345,0.706472,-1.115594,0.000000,0.102725,-0.784478,-4.879245,0.197071,0.104821,446.966644,0.160926,-1.121714,0.000000,0.000000,0.644398,-0.003683,-0.000000,-0.002796,0.000000,0.707107,-6795364507.451345,-0.036118,3.141593,0.000467,0.707748,0.196000,0.252634,0.002209,0.707735,0.002860,0.008449,0.002847,-0.994876,12.500000
0.000462,0.006226,0.000000,0.045944,1.000000,0.251281,1.000000,-6795364507.361345,0.000277,0.423444,0.185000,0.192223,0.009053,6.150000,0.013576,0.268978,0.000000,0.342265,360.000000,0.706451,0.995526,-0.003417,-0.048181,0.637074,10.000000,365.485596,-6795364507.461345,0.267536,0.000000,0.049623,0.000000,1.000000,0.193043,0.196000,0.707104,-0.801111,0.000000,-0.049496,-6795364507.351345,0.706465,-1.115696,0.000000,0.103997,-0.784478,-5.012372,0.196875,0.106120,446.947205,0.151979,-1.121714,0.000000,0.000000,0.644398,-0.003666,-0.000000,-0.002572,0.000000,0.707107,-6795364507.401345,-0.067915,3.141593,0.000466,0.707756,0.185000,0.251281,0.002153,0.707743,0.002851,-0.000262,0.002837,-0.994793,12.500000
0.000469,0.006063,0.000000,0.045944,1.000000,0.251281,1.000000,-6795364507.361345,0.000210,0.401827,0.185000,0.191074,0.009053,6.150000,0.031403,0.269116,0.000000,0.342265,360.000000,0.706445,0.995551,-0.003124,-0.049496,0.651062,10.000000,365.485596,-6795364507.361345,0.267432,0.000000,0.049114,0.000000,1.000000,0.191894,0.185000,0.707104,-0.824000,0.000000,-0.049496,-6795364507.301345,0.706459,-1.116855,0.000000,0.104957,-0.784478,-5.012372,0.184937,0.107099,446.947205,0.150833,-1.121714,0.000000,0.000000,0.644398,-0.003601,-0.000000,-0.002612,0.000000,0.707107,-6795364507.351345,-0.062064,3.141593,0.000474,0.707762,0.185000,0.251281,0.002072,0.707748,0.002845,0.006288,0.002830,-0.995477,12.500000
0.000462,0.005432,0.000000,0.045944,1.000000,0.252476,1.000000,-6795364507.261345,0.000165,0.381481,0.311000,0.191732,0.009053,6.150000,0.020833,0.268481,0.000000,0.342265,359.999999,0.706444,0.995689,-0.003435,-0.049496,0.606555,10.000000,365.485596,-6795364507.361345,0.266986,0.000000,0.049806,0.000000,1.000000,0.192236,0.185000,0.707103,-0.801111,0.000000,-0.031831,-6795364507.251345,0.706457,-1.118137,0.000000,0.105176,-0.784478,-3.223516,0.193723,0.107323,447.090912,0.166955,-1.121714,0.000000,0.000000,0.644398,-0.003598,-0.000000,-0.003024,0.000000,0.707107,-6795364507.301345,-0.047225,3.141593,0.000468,0.707763,0.311000,0.252476,0.002226,0.707750,0.002843,-0.023458,0.002831,-0.996495,12.500000
0.000469,0.005575,0.000000,0.045944,1.000000,0.252476,1.000000,-6795364507.261345,0.000293,0.396741,0.311000,0.191557,0.009053,6.150000,0.040728,0.269031,0.000000,0.342265,359.999999,0.706441,0.995586,-0.004025,-0.031831,0.645975,10.000000,365.485596,-6795364507.261345,0.268056,0.000000,0.050498,0.000000,1.000000,0.191938,0.311000,0.707103,-0.834173,0.000000,-0.031831,-6795364507.201345,0.706454,-1.115553,0.000000,0.105646,-0.784478,-3.223516,0.220315,0.107803,447.090912,0.172832,-1.121714,0.000000,0.000000,0.644398,-0.003669,-0.000000,-0.003046,0.000000,0.707107,-6795364507.251345,-0.052502,3.141593,0.000473,0.707766,0.311000,0.252476,0.002426,0.707753,0.002845,-0.004374,0.002837,-0.995209,12.500000
0.000479,0.006592,0.000000,0.045944,1.000000,0.256166,1.000000,-6795364507.161345,0.000409,0.400555,0.437000,0.190155,0.009053,6.150000,0.023536,0.269242,0.000000,0.342265,359.999999,0.706437,0.995667,-0.003720,-0.031831,0.659963,10.000000,365.485596,-6795364507.261345,0.268175,0.000000,0.049806,0.000000,1.000000,0.190982,0.311000,0.707103,-0.801111,0.000000,-0.026814,-6795364507.151345,0.706450,-1.117527,0.000000,0.106283,-0.784478,-2.715421,0.215905,0.108452,447.128723,0.149612,-1.121714,0.000000,0.000000,0.644398,-0.003662,-0.000000,-0.002428,0.000000,0.707107,-6795364507.201345,-0.056166,3.141593,0.000480,0.707770,0.437000,0.256166,0.002255,0.707757,0.002840,0.011244,0.002829,-0.996041,12.500000
0.000485,0.005860,0.000000,0.045944,1.000000,0.256166,1.000000,-6795364507.161345,0.000364,0.389111,0.437000,0.189477,0.009053,6.150000,0.029118,0.269639,0.000000,0.342265,360.000000,0.706435,0.995763,-0.003673,-0.026814,0.635802,10.000000,365.485596,-6795364507.161345,0.268498,0.000000,0.049888,0.000000,1.000000,0.190208,0.437000,0.707103,-0.816370,0.000000,-0.026814,-6795364507.101345,0.706448,-1.117791,0.000000,0.106609,-0.784478,-2.715421,0.212614,0.108785,447.128723,0.153579,-1.121714,0.000000,0.000000,0.644398,-0.003662,-0.000000,-0.002701,0.000000,0.707107,-6795364507.151345,-0.050040,3.141593,0.000487,0.707772,0.437000,0.256166,0.002260,0.707759,0.002838,-0.001297,0.002826,-0.996453,12.500000
0.000494,0.006409,0.000000,0.045944,1.000000,0.254283,1.000000,-6795364507.061345,0.000667,0.392926,0.162000,0.189155,0.009053,6.150000,0.030769,0.270045,0.000000,0.342265,0.000001,0.706433,0.995925,-0.004691,-0.026814,0.625629,10.000000,365.485596,-6795364507.161345,0.269693,0.000000,0.051576,0.000000,1.000000,0.190068,0.437000,0.707103,-0.816370,0.000000,-0.022899,-6795364507.051345,0.706446,-1.118564,0.000000,0.106986,-0.784478,-2.318977,0.252481,0.109170,447.157898,0.144381,-1.121714,0.000000,0.000000,0.644398,-0.003810,-0.000000,-0.002444,0.000000,0.707106,-6795364507.101345,-0.051161,3.141593,0.000491,0.707774,0.162000,0.254283,0.002449,0.707761,0.002840,-0.012065,0.002832,-0.997104,12.500000
0.000501,0.005819,0.000000,0.045944,1.000000,0.254283,1.000000,-6795364507.061345,0.000486,0.366222,0.162000,0.188865,0.009053,6.150000,0.031417,0.271269,0.000000,0.342265,0.000001,0.706436,0.995941,-0.003879,-0.022899,0.635802,10.000000,365.485596,-6795364507.061345,0.270480,0.000000,0.049725,0.000000,1.000000,0.189594,0.162000,0.707103,-0.816370,0.000000,-0.022899,-6795364507.001345,0.706449,-1.117181,0.000000,0.106442,-0.784478,-2.318977,0.231865,0.108615,447.157898,0.153108,-1.121714,0.000000,0.000000,0.644398,-0.003784,-0.000000,-0.002728,0.000000,0.707107,-6795364507.051345,-0.032530,3.141593,0.000501,0.707771,0.162000,0.254283,0.002376,0.707758,0.002844,-0.008945,0.002835,-0.996388,12.500000
0.000502,0.006409,0.000000,0.045944,1.000000,0.250837,1.000000,-6795364506.961345,0.000390,0.396741,0.082000,0.189185,0.009053,6.150000,0.036774,0.272327,0.000000,0.342265,360.000000,0.706434,0.995925,-0.003428,-0.022899,0.610370,10.000000,365.485596,-6795364507.061345,0.271031,0.000000,0.049379,0.000000,1.000000,0.190100,0.162000,0.707103,-0.824000,0.000000,-0.022450,-6795364506.951345,0.706448,-1.116855,0.000000,0.106722,-0.784478,-2.273506,0.207586,0.108901,447.157898,0.144317,-1.121714,0.000000,0.000000,0.644398,-0.003730,-0.000000,-0.002443,0.000000,0.707107,-6795364507.001345,-0.049057,3.141593,0.000505,0.707773,0.082000,0.250837,0.002171,0.707759,0.002854,-0.024923,0.002840,-0.995964,12.500000
0.000502,0.006389,0.000000,0.045944,1.000000,0.250837,1.000000,-6795364506.961345,0.000197,0.386568,0.082000,0.188682,0.009053,6.150000,0.029544,0.272516,0.000000,0.342265,359.999999,0.706434,0.995994,-0.002697,-0.022450,0.638345,10.000000,365.485596,-6795364506.961345,0.270481,0.000000,0.048463,0.000000,1.000000,0.189696,0.082000,0.707104,-0.811284,0.000000,-0.022450,-6795364506.901345,0.706447,-1.117832,0.000000,0.106845,-0.784478,-2.273506,0.170832,0.109026,447.157898,0.138899,-1.121714,0.000000,0.000000,0.644398,-0.003596,-0.000000,-0.002375,0.000000,0.707107,-6795364506.951345,-0.046027,3.141593,0.000508,0.707773,0.082000,0.250837,0.001911,0.707760,0.002853,-0.010441,0.002834,-0.996422,12.500000
0.000496,0.005737,0.000000,0.045944,1.000000,0.250141,1.000000,-6795364506.861345,0.000046,0.389111,0.216000,0.188814,0.009053,6.150000,0.028247,0.271902,0.000000,0.342265,0.000000,0.706432,0.995943,-0.002701,-0.022450,0.621815,10.000000,365.157501,-6795364506.961345,0.269663,0.000000,0.048769,0.000000,1.000000,0.189551,0.082000,0.707104,-0.812555,0.000000,-0.020127,-6795364506.851345,0.706446,-1.116550,0.000000,0.107033,-0.784478,-2.038261,0.160025,0.109218,447.174103,0.152609,-1.121714,0.000000,0.000000,0.644398,-0.003508,-0.000000,-0.002754,0.000000,0.707107,-6795364506.901345,-0.047377,3.141593,0.000505,0.707775,0.216000,0.250141,0.001929,0.707761,0.002848,-0.017586,0.002830,-0.995765,12.500000
0.000495,0.006063,0.000000,0.045944,1.000000,0.250141,1.000000,-6795364506.861345,0.000164,0.394197,0.216000,0.188138,0.009053,6.150000,0.019825,0.270663,0.000000,0.342265,0.000000,0.706430,0.995982,-0.003274,-0.020127,0.648518,10.000000,365.157501,-6795364506.861345,0.268846,0.000000,0.049725,0.000000,1.000000,0.188847,0.216000,0.707104,-0.801111,0.000000,-0.020127,-6795364506.801345,0.706444,-1.117466,0.000000,0.107367,-0.784478,-2.038261,0.179827,0.109558,447.174103,0.153278,-1.121714,0.000000,0.000000,0.644398,-0.003511,-0.000000,-0.002670,0.000000,0.707107,-6795364506.851345,-0.050510,3.141593,0.000502,0.707777,0.216000,0.250141,0.002055,0.707763,0.002836,-0.000906,0.002820,-0.996165,12.500000
