E2,A1,GPSTrueCourse,C2,WValid,SmoothGroundSpeed,GPSFixQuality,TW,EGPS2,B3,W2,Pitch,C1,GPSHorizontalAccuracy,H1,RollGyr,needsInitialization,D3,HeadingGPS,EGyr3,gLoad,Z2,W3a,B2,GPSNACp,GPSAltitudeMSL,TWa,Roll,W1,A2,W1a,staticMode,PitchGyr,W2a,EGPS0,B1,M2,W3,T,E3,A3,M1,Heading,D1,BaroVerticalSpeed,RollGPS,HeadingGyr,BaroPressureAltitude,PitchGPS,C3,SmoothW1,M3,D2,slipSkid,turnRate,Z1,headingValid,EGPS3,Ta,H3,headingMag,EGyr2,EGyr0,GroundSpeed,SmoothW2,EGPS1,E0,EGyr1,H2,E1,Z3,GPSVerticalAccuracy
0.000000,0.005413,0.000000,0.045944,1.000000,0.003920,1.000000,-6795364573.131345,0.000000,0.399342,0.196000,0.000000,0.009053,6.200000,0.000000,0.000000,0.000000,0.342265,0.000000,0.707107,0.996307,0.000000,0.010827,0.631178,10.000000,321.522308,-6795364573.131345,0.000000,0.000000,0.049415,0.000000,0.000000,0.000000,0.196000,0.707107,-0.810301,0.000000,0.010827,-6795364573.071345,0.707107,-1.117452,0.000000,0.000000,-0.784478,1.096479,0.000000,0.000000,447.981201,0.000000,-1.121714,0.000000,0.000000,0.644398,-0.003257,-0.001008,0.000000,0.000000,0.707107,-6795364573.071345,0.000000,3.141593,0.000000,0.707107,0.196000,0.003920,0.000000,0.707107,0.000000,0.000000,0.000000,0.000000,12.750000
0.000016,0.005615,0.000000,0.045944,1.000000,0.009762,1.000000,-6795364573.031345,0.000422,0.389111,0.296000,0.003150,0.009053,6.200000,0.040746,0.002037,0.000000,0.342265,359.999913,0.707096,0.996315,-0.003313,0.010827,0.621815,10.000000,320.866150,-6795364573.131345,0.005807,0.000000,0.051088,0.000000,1.000000,0.000723,0.196000,0.707104,-0.843074,0.000000,0.007226,-6795364573.021345,0.707097,-1.117466,0.000000,0.001648,-0.784478,0.731771,0.190516,0.001687,447.952026,0.122079,-1.121714,0.000000,0.000000,0.644398,-0.003406,-0.000908,-0.002123,0.000000,0.707107,-6795364573.071345,-0.033741,3.141593,0.000008,0.707117,0.296000,0.009762,0.001929,0.707117,0.000017,-0.014453,0.000055,-0.697468,12.750000
0.000024,0.005900,0.000000,0.045944,1.000000,0.009762,1.000000,-6795364573.031345,0.000314,0.368765,0.296000,0.007008,0.009053,6.200000,0.023712,0.006993,0.000000,0.342265,359.999973,0.707088,0.996276,-0.003266,0.007226,0.623086,10.000000,320.866150,-6795364573.031345,0.010887,0.000000,0.049399,0.000000,1.000000,0.004074,0.296000,0.707103,-0.801111,0.000000,0.007226,-6795364572.971345,0.707088,-1.117018,0.000000,0.003048,-0.784478,0.731771,0.201693,0.003116,447.952026,0.150773,-1.121714,0.000000,0.000000,0.644398,-0.003391,-0.000908,-0.002580,0.000000,0.707107,-6795364573.021345,-0.029361,3.141593,0.000018,0.707126,0.296000,0.009762,0.002175,0.707126,0.000068,-0.018483,0.000110,-0.906387,12.750000
0.000031,0.007202,0.000000,0.045944,1.000000,0.016346,1.000000,-6795364572.931345,0.000348,0.392926,0.339000,0.010061,0.009053,6.200000,0.015797,0.011677,0.000000,0.342265,359.999990,0.707074,0.996241,-0.002897,0.007226,0.629444,10.000000,320.209991,-6795364573.031345,0.015052,0.000000,0.048830,0.000000,1.000000,0.007735,0.296000,0.707104,-0.797296,0.000000,0.007084,-6795364572.921345,0.707075,-1.117038,0.000000,0.005176,-0.784478,0.717422,0.180409,0.005285,447.952026,0.124069,-1.121714,0.000000,0.000000,0.644398,-0.003327,-0.000817,-0.001905,0.000000,0.707107,-6795364572.971345,-0.044741,3.141593,0.000024,0.707139,0.339000,0.016346,0.001879,0.707139,0.000120,-0.014553,0.000155,-0.969068,12.750000
0.000043,0.005331,0.000000,0.045944,1.000000,0.016346,1.000000,-6795364572.931345,0.000282,0.406913,0.339000,0.013529,0.009053,6.200000,0.035596,0.016832,0.000000,0.342265,359.999995,0.707057,0.996342,-0.003586,0.007084,0.630716,10.000000,320.209991,-6795364572.931345,0.020487,0.000000,0.050172,0.000000,1.000000,0.010665,0.339000,0.707103,-0.829086,0.000000,0.007084,-6795364572.871345,0.707058,-1.118483,0.000000,0.007973,-0.784478,0.717422,0.199572,0.008140,447.952026,0.153914,-1.121714,0.000000,0.000000,0.644398,-0.003384,-0.000817,-0.002877,0.000000,0.707107,-6795364572.921345,-0.059280,3.141593,0.000038,0.707157,0.339000,0.016346,0.002181,0.707156,0.000170,-0.012084,0.000210,-0.988797,12.750000
0.000051,0.005249,0.000000,0.045944,1.000000,0.021739,1.000000,-6795364572.831345,0.000254,0.404370,0.286000,0.016724,0.009053,6.200000,0.011291,0.021052,0.000000,0.342265,359.999997,0.707039,0.996338,-0.003896,0.007084,0.648518,10.000000,319.553833,-6795364572.931345,0.024973,0.000000,0.050295,0.000000,1.000000,0.013477,0.339000,0.707103,-0.785852,0.000000,0.021632,-6795364572.821345,0.707040,-1.117405,0.000000,0.010802,-0.784478,2.190596,0.217069,0.011028,448.078461,0.175847,-1.121714,0.000000,0.000000,0.644398,-0.003450,-0.000735,-0.003214,0.000000,0.707107,-6795364572.871345,-0.061110,3.141593,0.000047,0.707175,0.286000,0.021739,0.002425,0.707173,0.000213,0.001036,0.000257,-0.994046,12.750000
0.000064,0.006226,0.000000,0.045944,1.000000,0.021739,1.000000,-6795364572.831345,0.000393,0.409457,0.286000,0.019802,0.009053,6.200000,0.023550,0.026151,0.000000,0.342265,360.000000,0.707020,0.996147,-0.003967,0.021632,0.635802,10.000000,319.553833,-6795364572.831345,0.030131,0.000000,0.050172,0.000000,1.000000,0.016911,0.286000,0.707103,-0.813827,0.000000,0.021632,-6795364572.771345,0.707022,-1.115309,0.000000,0.013802,-0.784478,2.190596,0.225119,0.014089,448.078461,0.161484,-1.121714,0.000000,0.000000,0.644398,-0.003507,-0.000735,-0.002696,0.000000,0.707107,-6795364572.821345,-0.065738,3.141593,0.000057,0.707194,0.286000,0.021739,0.002386,0.707192,0.000266,-0.003777,0.000308,-0.994318,12.750000
0.000086,0.009278,0.000000,0.045944,1.000000,0.023165,1.000000,-6795364572.731345,0.000829,0.389111,0.093000,0.020740,0.009053,6.200000,0.018444,0.031054,0.000000,0.342265,359.999994,0.707005,0.996081,-0.003501,0.021632,0.648518,10.000000,318.897644,-6795364572.831345,0.034606,0.000000,0.049440,0.000000,1.000000,0.019646,0.286000,0.707105,-0.801111,0.000000,0.017944,-6795364572.721345,0.707007,-1.116489,0.000000,0.016095,-0.784478,1.817145,0.208652,0.016425,448.050354,0.074365,-1.121714,0.000000,0.000000,0.644398,-0.003488,-0.000662,-0.000643,0.000000,0.707106,-6795364572.771345,-0.052461,3.141593,0.000070,0.707208,0.093000,0.023165,0.001746,0.707206,0.000313,0.003091,0.000342,-0.995131,12.750000
0.000096,0.006429,0.000000,0.045944,1.000000,0.023165,1.000000,-6795364572.731345,0.000617,0.401827,0.093000,0.023439,0.009053,6.200000,0.025732,0.035894,0.000000,0.342265,359.999999,0.706989,0.996163,-0.003295,0.017944,0.605284,10.000000,318.897644,-6795364572.731345,0.039081,0.000000,0.049399,0.000000,1.000000,0.021974,0.093000,0.707105,-0.813827,0.000000,0.017944,-6795364572.671345,0.706992,-1.118117,0.000000,0.018647,-0.784478,1.817145,0.195225,0.019030,448.050354,0.095225,-1.121714,0.000000,0.000000,0.644398,-0.003461,-0.000662,-0.001811,0.000000,0.707107,-6795364572.721345,-0.058681,3.141593,0.000086,0.707224,0.093000,0.023165,0.001792,0.707222,0.000357,-0.024724,0.000386,-0.996373,12.750000
0.000107,0.005799,0.000000,0.045944,1.000000,0.027021,1.000000,-6795364572.631345,0.000360,0.381481,0.216000,0.026028,0.009053,6.200000,0.027151,0.040439,0.000000,0.342265,0.000001,0.706978,0.996348,-0.003265,0.017944,0.640889,10.000000,318.569550,-6795364572.731345,0.043428,0.000000,0.049501,0.000000,1.000000,0.023875,0.093000,0.707104,-0.812555,0.000000,0.018847,-6795364572.621345,0.706980,-1.119358,0.000000,0.020491,-0.784478,1.908629,0.189829,0.020912,448.061157,0.131555,-1.121714,0.000000,0.000000,0.644398,-0.003440,-0.000595,-0.002561,0.000000,0.707107,-6795364572.671345,-0.045291,3.141593,0.000102,0.707236,0.216000,0.027021,0.001983,0.707233,0.000397,-0.008748,0.000429,-0.997519,12.750000
0.000108,0.005331,0.000000,0.045944,1.000000,0.027021,1.000000,-6795364572.631345,0.000008,0.391654,0.216000,0.028858,0.009053,6.200000,0.010608,0.043959,0.000000,0.342265,0.000003,0.706965,0.996396,-0.002667,0.018847,0.643432,10.000000,318.569550,-6795364572.631345,0.046365,0.000000,0.048504,0.000000,1.000000,0.026120,0.216000,0.707104,-0.788395,0.000000,0.018847,-6795364572.571345,0.706968,-1.118076,0.000000,0.022439,-0.784478,1.908629,0.164242,0.022900,448.061157,0.163023,-1.121714,0.000000,0.000000,0.644398,-0.003338,-0.000595,-0.003072,0.000000,0.707107,-6795364572.621345,-0.048179,3.141593,0.000110,0.707248,0.216000,0.027021,0.002019,0.707245,0.000432,-0.001886,0.000464,-0.997036,12.750000
0.000111,0.006104,0.000000,0.045944,1.000000,0.028481,1.000000,-6795364572.531345,0.000105,0.381481,0.100000,0.031686,0.009053,6.200000,0.014602,0.047096,0.000000,0.342265,0.000001,0.706955,0.996411,-0.003156,0.018847,0.637074,10.000000,317.257233,-6795364572.631345,0.049681,0.000000,0.049562,0.000000,1.000000,0.029084,0.216000,0.707104,-0.801111,0.000000,0.015089,-6795364572.521345,0.706958,-1.117710,0.000000,0.024055,-0.784478,1.527995,0.176288,0.024549,448.031982,0.159202,-1.121714,0.000000,0.000000,0.644398,-0.003342,-0.000536,-0.002741,0.000000,0.707107,-6795364572.571345,-0.042185,3.141593,0.000111,0.707258,0.100000,0.028481,0.002070,0.707255,0.000470,-0.004565,0.000502,-0.996694,12.750000
0.000116,0.005737,0.000000,0.045944,1.000000,0.028481,1.000000,-6795364572.531345,0.000351,0.422173,0.100000,0.034909,0.009053,6.200000,0.012008,0.050283,0.000000,0.342265,360.000000,0.706937,0.996313,-0.004148,0.015089,0.625629,10.000000,317.257233,-6795364572.531345,0.053677,0.000000,0.050864,0.000000,1.000000,0.032294,0.100000,0.707103,-0.796024,0.000000,0.015089,-6795364572.471345,0.706940,-1.116408,0.000000,0.026959,-0.784478,1.527995,0.219935,0.027513,448.031982,0.163101,-1.121714,0.000000,0.000000,0.644398,-0.003467,-0.000536,-0.002864,0.000000,0.707107,-6795364572.521345,-0.069145,3.141593,0.000111,0.707276,0.100000,0.028481,0.002364,0.707273,0.000510,-0.012208,0.000547,-0.995812,12.750000
0.000117,0.004822,0.000000,0.045944,1.000000,0.030831,1.000000,-6795364572.431345,0.000159,0.400555,0.146000,0.037941,0.009053,6.200000,0.001566,0.053757,0.000000,0.342265,0.000000,0.706921,0.996282,-0.003692,0.015089,0.648518,10.000000,315.616791,-6795364572.531345,0.056976,0.000000,0.049684,0.000000,1.000000,0.034862,0.100000,0.707102,-0.782037,0.000000,0.014793,-6795364572.421345,0.706925,-1.117100,0.000000,0.029423,-0.784478,1.498035,0.214666,0.030028,448.031982,0.188858,-1.121714,0.000000,0.000000,0.644398,-0.003472,-0.000482,-0.003475,0.000000,0.707107,-6795364572.471345,-0.061379,3.141593,0.000116,0.707292,0.146000,0.030831,0.002490,0.707288,0.000547,0.000889,0.000586,-0.995943,12.750000
0.000119,0.005412,0.000000,0.045944,1.000000,0.030831,1.000000,-6795364572.431345,0.000124,0.373852,0.146000,0.041897,0.009053,6.200000,0.024389,0.058197,0.000000,0.342265,0.000000,0.706912,0.996283,-0.003598,0.014793,0.615457,10.000000,315.616791,-6795364572.431345,0.061219,0.000000,0.049766,0.000000,1.000000,0.038892,0.146000,0.707103,-0.818913,0.000000,0.014793,-6795364572.371345,0.706916,-1.117425,0.000000,0.030867,-0.784478,1.498035,0.209254,0.031500,448.031982,0.189185,-1.121714,0.000000,0.000000,0.644398,-0.003482,-0.000482,-0.003292,0.000000,0.707107,-6795364572.421345,-0.041529,3.141593,0.000119,0.707301,0.146000,0.030831,0.002459,0.707297,0.000599,-0.019071,0.000636,-0.996190,12.750000
0.000133,0.005005,0.000000,0.045944,1.000000,0.036855,1.000000,-6795364572.331345,-0.000010,0.427259,0.332000,0.044235,0.009053,6.200000,0.039848,0.063214,0.000000,0.342265,0.000000,0.706894,0.996248,-0.003301,0.014793,0.671407,10.000000,313.976379,-6795364572.431345,0.065864,0.000000,0.049318,0.000000,1.000000,0.041113,0.146000,0.707103,-0.831629,0.000000,0.010235,-6795364572.321345,0.706899,-1.117038,0.000000,0.033743,-0.784478,1.036472,0.195687,0.034435,447.995239,0.197232,-1.121714,0.000000,0.000000,0.644398,-0.003452,-0.000434,-0.003489,0.000000,0.707107,-6795364572.371345,-0.071395,3.141593,0.000136,0.707319,0.332000,0.036855,0.002425,0.707315,0.000644,0.015604,0.000679,-0.996010,12.750000
0.000136,0.005046,0.000000,0.045944,1.000000,0.036855,1.000000,-6795364572.331345,-0.000104,0.427259,0.332000,0.046787,0.009053,6.200000,0.014218,0.066578,0.000000,0.342265,0.000000,0.706874,0.996200,-0.003115,0.010235,0.651062,10.000000,313.976379,-6795364572.331345,0.068931,0.000000,0.049155,0.000000,1.000000,0.043641,0.332000,0.707103,-0.788395,0.000000,0.010235,-6795364572.271345,0.706878,-1.116855,0.000000,0.037018,-0.784478,1.036472,0.184153,0.037777,447.995239,0.200987,-1.121714,0.000000,0.000000,0.644398,-0.003412,-0.000434,-0.003521,0.000000,0.707107,-6795364572.321345,-0.080694,3.141593,0.000141,0.707340,0.332000,0.036855,0.002377,0.707335,0.000680,0.011776,0.000714,-0.995838,12.750000
0.000131,0.006348,0.000000,0.045944,1.000000,0.039958,1.000000,-6795364572.231345,0.000143,0.412000,0.192000,0.050276,0.009053,6.200000,0.002154,0.069041,0.000000,0.342265,0.000001,0.706855,0.996399,-0.003434,0.010235,0.606555,10.000000,313.648285,-6795364572.331345,0.071528,0.000000,0.049867,0.000000,1.000000,0.047830,0.332000,0.707103,-0.782037,0.000000,0.012419,-6795364572.221345,0.706860,-1.119541,0.000000,0.039905,-0.784478,1.257667,0.193325,0.040722,448.015778,0.170180,-1.121714,0.000000,0.000000,0.644398,-0.003428,-0.000391,-0.002733,0.000000,0.707107,-6795364572.271345,-0.074050,3.141593,0.000131,0.707358,0.192000,0.039958,0.002243,0.707353,0.000721,-0.020937,0.000752,-0.997484,12.750000
0.000135,0.005656,0.000000,0.045944,1.000000,0.039958,1.000000,-6795364572.231345,0.000305,0.389111,0.192000,0.053693,0.009053,6.200000,0.022700,0.072665,0.000000,0.342265,0.000001,0.706843,0.996330,-0.003969,0.012419,0.620543,10.000000,313.648285,-6795364572.231345,0.075569,0.000000,0.050457,0.000000,1.000000,0.051354,0.192000,0.707103,-0.816370,0.000000,0.012419,-6795364572.171345,0.706849,-1.116733,0.000000,0.041842,-0.784478,1.257667,0.217788,0.042699,448.015778,0.168353,-1.121714,0.000000,0.000000,0.644398,-0.003507,-0.000391,-0.002914,0.000000,0.707107,-6795364572.221345,-0.055842,3.141593,0.000131,0.707370,0.192000,0.039958,0.002383,0.707364,0.000765,-0.021624,0.000798,-0.996241,12.750000
0.000129,0.004639,0.000000,0.045944,1.000000,0.044138,1.000000,-6795364572.131345,0.000069,0.408185,0.249000,0.057788,0.009053,6.200000,0.012733,0.076208,0.000000,0.342265,0.000001,0.706829,0.996329,-0.003515,0.012419,0.614185,10.000000,312.664062,-6795364572.231345,0.078822,0.000000,0.049501,0.000000,1.000000,0.054975,0.192000,0.707102,-0.793481,0.000000,0.007657,-6795364572.121345,0.706834,-1.117466,0.000000,0.044128,-0.784478,0.775394,0.206845,0.045032,447.976898,0.195655,-1.121714,0.000000,0.000000,0.644398,-0.003490,-0.000352,-0.003606,0.000000,0.707107,-6795364572.171345,-0.063773,3.141593,0.000131,0.707384,0.249000,0.044138,0.002484,0.707379,0.000810,-0.025730,0.000843,-0.996294,12.750000
0.000123,0.005086,0.000000,0.045944,1.000000,0.044138,1.000000,-6795364572.131345,0.000046,0.442518,0.249000,0.061347,0.009053,6.200000,-0.002908,0.078681,0.000000,0.342265,0.000000,0.706807,0.996206,-0.003630,0.007657,0.630716,10.000000,312.664062,-6795364572.131345,0.081275,0.000000,0.049847,0.000000,1.000000,0.058502,0.249000,0.707102,-0.775679,0.000000,0.007657,-6795364572.071345,0.706813,-1.116082,0.000000,0.047634,-0.784478,0.775394,0.208299,0.048609,447.976898,0.200810,-1.121714,0.000000,0.000000,0.644398,-0.003510,-0.000352,-0.003527,0.000000,0.707107,-6795364572.121345,-0.089590,3.141593,0.000124,0.707406,0.249000,0.044138,0.002524,0.707400,0.000847,-0.014417,0.000880,-0.995460,12.750000
0.000131,0.004700,0.000000,0.045944,1.000000,0.044138,1.000000,-6795364572.131345,-0.000141,0.396741,0.249000,0.063680,0.009053,6.200000,0.031830,0.082870,0.000000,0.342265,0.000001,0.706793,0.996156,-0.003126,0.007657,0.667592,10.000000,312.664062,-6795364572.131345,0.084982,0.000000,0.049013,0.000000,1.000000,0.060670,0.249000,0.707102,-0.831629,0.000000,0.009892,-6795364572.021345,0.706799,-1.116794,0.000000,0.049842,-0.784478,1.001708,0.188429,0.050862,447.997406,0.211232,-1.121714,0.000000,0.000000,0.644398,-0.003452,-0.000352,-0.003748,0.000000,0.707107,-6795364572.071345,-0.064579,3.141593,0.000137,0.707420,0.249000,0.044138,0.002466,0.707414,0.000886,0.013458,0.000917,-0.995630,12.750000
0.000141,0.005656,0.000000,0.045944,1.000000,0.046056,1.000000,-6795364572.021345,0.000092,0.389111,0.140000,0.065945,0.009053,6.200000,0.028048,0.086388,0.000000,0.342265,0.000002,0.706783,0.996161,-0.003761,0.009892,0.645975,10.000000,311.679810,-6795364572.131345,0.088820,0.000000,0.050295,0.000000,1.000000,0.063352,0.249000,0.707102,-0.811284,0.000000,0.009892,-6795364571.971345,0.706790,-1.117303,0.000000,0.051402,-0.784478,1.001708,0.207966,0.052453,447.997406,0.193072,-1.121714,0.000000,0.000000,0.644398,-0.003511,-0.000316,-0.003221,0.000000,0.707107,-6795364572.021345,-0.052243,3.141593,0.000142,0.707430,0.140000,0.046056,0.002475,0.707423,0.000924,0.006482,0.000955,-0.996035,12.750000
0.000150,0.006165,0.000000,0.045944,1.000000,0.055755,1.000000,-6795364571.931345,0.000323,0.400555,0.531000,0.068582,0.009053,6.200000,0.030404,0.090344,0.000000,0.342265,0.000002,0.706772,0.995995,-0.003924,0.009892,0.621815,10.000000,311.023651,-6795364572.021345,0.092949,0.000000,0.050172,0.000000,1.000000,0.066550,0.140000,0.707103,-0.816370,0.000000,0.010827,-6795364571.921345,0.706779,-1.115390,0.000000,0.053178,-0.784478,1.096470,0.220564,0.054266,448.007141,0.168218,-1.121714,0.000000,0.000000,0.644398,-0.003562,-0.000285,-0.002736,0.000000,0.707107,-6795364571.971345,-0.057268,3.141593,0.000146,0.707441,0.531000,0.055755,0.002399,0.707434,0.000968,-0.012181,0.000997,-0.994965,12.750000
0.000153,0.005900,0.000000,0.045944,1.000000,0.055755,1.000000,-6795364571.931345,0.000202,0.389111,0.531000,0.071116,0.009053,6.200000,0.020496,0.093977,0.000000,0.342265,360.000000,0.706763,0.996161,-0.003197,0.010827,0.628173,10.000000,311.023651,-6795364571.931345,0.095994,0.000000,0.049074,0.000000,1.000000,0.069261,0.531000,0.707103,-0.801111,0.000000,0.010827,-6795364571.871345,0.706770,-1.118971,0.000000,0.054589,-0.784478,1.096470,0.194800,0.055705,448.007141,0.162050,-1.121714,0.000000,0.000000,0.644398,-0.003495,-0.000285,-0.002773,0.000000,0.707107,-6795364571.921345,-0.050503,3.141593,0.000152,0.707450,0.531000,0.055755,0.002202,0.707443,0.001007,-0.013661,0.001031,-0.996845,12.750000
0.000167,0.006714,0.000000,0.045944,1.000000,0.063219,1.000000,-6795364571.831345,0.000457,0.396741,0.429000,0.071950,0.009053,6.200000,0.014818,0.096739,0.000000,0.342265,0.000002,0.706754,0.996258,-0.003870,0.010827,0.663778,10.000000,310.695526,-6795364571.931345,0.099087,0.000000,0.050478,0.000000,1.000000,0.070561,0.531000,0.707103,-0.797296,0.000000,0.020908,-6795364571.821345,0.706761,-1.118320,0.000000,0.056080,-0.784478,2.117311,0.214122,0.057226,448.095734,0.140096,-1.121714,0.000000,0.000000,0.644398,-0.003562,-0.000256,-0.002274,0.000000,0.707107,-6795364571.871345,-0.052768,3.141593,0.000161,0.707459,0.429000,0.063219,0.002186,0.707452,0.001032,0.011016,0.001055,-0.997043,12.750000
0.000170,0.004232,0.000000,0.045944,1.000000,0.063219,1.000000,-6795364571.831345,0.000264,0.401827,0.429000,0.075215,0.009053,6.200000,0.021085,0.100145,0.000000,0.342265,359.999997,0.706743,0.996133,-0.004170,0.020908,0.610370,10.000000,310.695526,-6795364571.831345,0.102788,0.000000,0.050539,0.000000,1.000000,0.072885,0.429000,0.707102,-0.808741,0.000000,0.020908,-6795364571.771345,0.706750,-1.115960,0.000000,0.057829,-0.784478,2.117311,0.232233,0.059012,448.095734,0.189471,-1.121714,0.000000,0.000000,0.644398,-0.003638,-0.000256,-0.003660,0.000000,0.707107,-6795364571.821345,-0.058599,3.141593,0.000168,0.707470,0.429000,0.063219,0.002602,0.707463,0.001068,-0.018789,0.001098,-0.995622,12.750000
0.000179,0.006348,0.000000,0.045944,1.000000,0.066395,1.000000,-6795364571.731345,0.000309,0.423444,0.222000,0.077603,0.009053,6.200000,0.033529,0.104469,0.000000,0.342265,359.999998,0.706727,0.995936,-0.003676,0.020908,0.633259,10.000000,310.367462,-6795364571.831345,0.106739,0.000000,0.049562,0.000000,1.000000,0.075763,0.429000,0.707103,-0.824000,0.000000,0.021628,-6795364571.721345,0.706734,-1.115024,0.000000,0.060342,-0.784478,2.190198,0.217900,0.061575,448.105469,0.167807,-1.121714,0.000000,0.000000,0.644398,-0.003623,-0.000231,-0.002752,0.000000,0.707107,-6795364571.771345,-0.074898,3.141593,0.000177,0.707486,0.222000,0.066395,0.002380,0.707478,0.001112,-0.011102,0.001138,-0.994598,12.750000
0.000185,0.006429,0.000000,0.045944,1.000000,0.066395,1.000000,-6795364571.731345,0.000394,0.386568,0.222000,0.079759,0.009053,6.200000,0.019667,0.107726,0.000000,0.342265,359.999999,0.706718,0.995871,-0.003647,0.021628,0.625629,10.000000,310.367462,-6795364571.731345,0.109820,0.000000,0.049806,0.000000,1.000000,0.078357,0.222000,0.707103,-0.798568,0.000000,0.021628,-6795364571.671345,0.706725,-1.116286,0.000000,0.061784,-0.784478,2.190198,0.212383,0.063047,448.105469,0.148482,-1.121714,0.000000,0.000000,0.644398,-0.003626,-0.000231,-0.002435,0.000000,0.707107,-6795364571.721345,-0.054071,3.141593,0.000181,0.707495,0.222000,0.066395,0.002227,0.707487,0.001148,-0.015189,0.001170,-0.995083,12.750000
0.000175,0.004212,0.000000,0.045944,1.000000,0.076467,1.000000,-6795364571.631345,0.000021,0.419630,0.570000,0.082944,0.009053,6.200000,-0.004261,0.109612,0.000000,0.342265,0.000002,0.706704,0.996155,-0.003350,0.021628,0.621815,10.000000,309.711304,-6795364571.731345,0.111389,0.000000,0.049501,0.000000,1.000000,0.080659,0.222000,0.707103,-0.770592,0.000000,0.021204,-6795364571.621345,0.706712,-1.120151,0.000000,0.064023,-0.784478,2.147253,0.198402,0.065331,448.105469,0.194979,-1.121714,0.000000,0.000000,0.644398,-0.003586,-0.000208,-0.003742,0.000000,0.707107,-6795364571.671345,-0.070898,3.141593,0.000178,0.707509,0.570000,0.076467,0.002427,0.707501,0.001174,-0.018136,0.001199,-0.997618,12.750000
0.000178,0.005860,0.000000,0.045944,1.000000,0.076467,1.000000,-6795364571.631345,0.000415,0.396741,0.570000,0.086030,0.009053,6.200000,0.017171,0.112252,0.000000,0.342265,0.000003,0.706693,0.996096,-0.004735,0.021204,0.618000,10.000000,309.711304,-6795364571.631345,0.115011,0.000000,0.051719,0.000000,1.000000,0.084055,0.570000,0.707102,-0.811284,0.000000,0.021204,-6795364571.571345,0.706701,-1.116530,0.000000,0.065696,-0.784478,2.147253,0.250153,0.067039,448.105469,0.182848,-1.121714,0.000000,0.000000,0.644398,-0.003763,-0.000208,-0.003089,0.000000,0.707107,-6795364571.621345,-0.060277,3.141593,0.000173,0.707519,0.570000,0.076467,0.002672,0.707511,0.001211,-0.022344,0.001241,-0.996187,12.750000
0.000197,0.007447,0.000000,0.045944,1.000000,0.080378,1.000000,-6795364571.531345,0.000683,0.381481,0.272000,0.087200,0.009053,6.200000,0.035265,0.116778,0.000000,0.342265,359.999999,0.706687,0.996145,-0.004157,0.021204,0.644704,10.000000,309.383209,-6795364571.631345,0.119290,0.000000,0.050172,0.000000,1.000000,0.086293,0.570000,0.707103,-0.827815,0.000000,0.017524,-6795364571.521345,0.706696,-1.117710,0.000000,0.066623,-0.784478,1.774651,0.242363,0.067984,448.077362,0.131690,-1.121714,0.000000,0.000000,0.644398,-0.003779,-0.000187,-0.001909,0.000000,0.707106,-6795364571.571345,-0.045746,3.141593,0.000187,0.707525,0.272000,0.080378,0.002308,0.707517,0.001253,-0.005366,0.001274,-0.996462,12.750000
0.000206,0.005127,0.000000,0.045944,1.000000,0.080378,1.000000,-6795364571.531345,0.000425,0.389111,0.272000,0.089832,0.009053,6.200000,0.036191,0.121103,0.000000,0.342265,0.000001,0.706681,0.996103,-0.003881,0.017524,0.610370,10.000000,309.383209,-6795364571.531345,0.123262,0.000000,0.049969,0.000000,1.000000,0.088398,0.272000,0.707103,-0.821457,0.000000,0.017524,-6795364571.471345,0.706689,-1.116774,0.000000,0.067628,-0.784478,1.774651,0.228988,0.069009,448.077362,0.160174,-1.121714,0.000000,0.000000,0.644398,-0.003779,-0.000187,-0.002996,0.000000,0.707107,-6795364571.521345,-0.047671,3.141593,0.000201,0.707531,0.272000,0.080378,0.002401,0.707523,0.001293,-0.024068,0.001315,-0.995944,12.750000
0.000219,0.006165,0.000000,0.045944,1.000000,0.090950,1.000000,-6795364571.431345,0.000349,0.408185,0.609000,0.091005,0.009053,6.200000,0.032812,0.124907,0.000000,0.342265,0.000000,0.706671,0.996104,-0.003571,0.017524,0.656148,10.000000,308.727051,-6795364571.531345,0.126659,0.000000,0.049623,0.000000,1.000000,0.089682,0.272000,0.707103,-0.816370,0.000000,0.012787,-6795364571.421345,0.706679,-1.117222,0.000000,0.069226,-0.784478,1.294953,0.212484,0.070640,448.039551,0.155879,-1.121714,0.000000,0.000000,0.644398,-0.003746,-0.000168,-0.002678,0.000000,0.707107,-6795364571.471345,-0.060249,3.141593,0.000217,0.707541,0.609000,0.090950,0.002273,0.707533,0.001324,0.002886,0.001343,-0.996064,12.750000
0.000235,0.006633,0.000000,0.045944,1.000000,0.090950,1.000000,-6795364571.431345,0.000396,0.412000,0.609000,0.091854,0.009053,6.200000,0.038894,0.128609,0.000000,0.342265,359.999999,0.706659,0.996254,-0.003474,0.012787,0.643432,10.000000,308.727051,-6795364571.431345,0.130107,0.000000,0.049684,0.000000,1.000000,0.090888,0.609000,0.707104,-0.826543,0.000000,0.012787,-6795364571.371345,0.706668,-1.118890,0.000000,0.071129,-0.784478,1.294953,0.203456,0.072581,448.039551,0.139232,-1.121714,0.000000,0.000000,0.644398,-0.003715,-0.000168,-0.002299,0.000000,0.707107,-6795364571.421345,-0.067112,3.141593,0.000232,0.707553,0.609000,0.090950,0.002115,0.707544,0.001355,0.002188,0.001370,-0.997143,12.750000
